Well_ID;Treatment;N_Source;Pair;Dose (uM);Time;OD520;OD530;OD540;OD550;OD560;OD570
H3;scrambled_miRNA;L-Lysine;4;2;22;0.283699989;0.233700007;0.189999998;0.160799995;0.137899995;0.118500002
H4;control;L-Lysine;4;2;22;0.572799981;0.474700004;0.3847;0.325700015;0.279500008;0.240400001
H5;plant_miRNA;L-Lysine;5;2;22;0.223499998;0.185800001;0.153699994;0.132599995;0.114600003;0.100000001
H6;scrambled_miRNA;L-Lysine;5;2;22;0.254099995;0.211700007;0.174500003;0.149399996;0.1294;0.112000003
H7;control;L-Lysine;5;2;22;0.555199981;0.457800001;0.372200012;0.312400013;0.265899986;0.227300003
A10;scrambled_miRNA;L-Lysine;3;2;28;0.098300003;0.089400001;0.0823;0.077699997;0.0744;0.0704
B10;plant_miRNA;L-Lysine;3;2;28;0.054200001;0.052999999;0.052000001;0.052299999;0.052000001;0.051399998
C10;control;L-Lysine;2;2;28;0.537100017;0.43720001;0.34920001;0.290399998;0.246000007;0.207300007
D10;scrambled_miRNA;L-Lysine;2;2;28;0.046;0.045000002;0.044399999;0.044500001;0.044500001;0.0436
E10;plant_miRNA;L-Lysine;2;2;28;0.0605;0.057500001;0.057100002;0.0568;0.055599999;0.054499999
F10;control;L-Lysine;1;2;28;0.615400016;0.495799989;0.403200001;0.341699988;0.289099991;0.245700002
G10;scrambled_miRNA;L-Lysine;1;2;28;0.0504;0.047699999;0.0473;0.047899999;0.047400001;0.046599999
H10;plant_miRNA;L-Lysine;1;2;28;0.107299998;0.092799999;0.0814;0.074500002;0.0682;0.062899999
A11;control;L-Lysine;5;2;28;0.626399994;0.513800025;0.414700001;0.34709999;0.295700014;0.253699988
B11;scrambled_miRNA;L-Lysine;5;2;28;0.052999999;0.052200001;0.052200001;0.0528;0.052099999;0.051600002
C11;plant_miRNA;L-Lysine;5;2;28;0.050799999;0.048300002;0.047699999;0.048900001;0.047699999;0.046799999
D11;control;L-Lysine;4;2;28;0.617699981;0.506399989;0.405200005;0.335700005;0.282999992;0.239399999
E11;scrambled_miRNA;L-Lysine;4;2;28;0.063500002;0.061700001;0.060400002;0.059300002;0.059099998;0.058499999
F11;plant_miRNA;L-Lysine;4;2;28;0.081699997;0.074100003;0.068700001;0.065899998;0.062899999;0.060199998
G11;control;L-Lysine;3;2;28;0.618300021;0.5079;0.406500012;0.33860001;0.287999988;0.2447
