Well_ID;Treatment;N_Source;Pair;Dose (uM);Time;OD520;OD530;OD540;OD550;OD560;OD570
H2;plant_miRNA;L-Lysine;4;2;22;0.228850007;0.187749997;0.15405;0.131749995;0.113650002;0.0984
H3;scrambled_miRNA;L-Lysine;4;2;22;0.283950001;0.232250005;0.188249998;0.159999996;0.136299998;0.116950002
H4;control;L-Lysine;4;2;22;0.562700003;0.463850006;0.375100002;0.317450002;0.271050006;0.232950002
H5;plant_miRNA;L-Lysine;5;2;22;0.217;0.179449998;0.148199998;0.127949998;0.11025;0.096450001
H6;scrambled_miRNA;L-Lysine;5;2;22;0.258550003;0.213000007;0.174550004;0.149449997;0.128300004;0.110900003
H7;control;L-Lysine;5;2;22;0.574299991;0.470400006;0.379000008;0.318500012;0.269149989;0.229699999
A10;scrambled_miRNA;L-Lysine;3;2;28;0.094900001;0.086449999;0.080400001;0.075799998;0.072300002;0.0691
B10;plant_miRNA;L-Lysine;3;2;28;0.0539;0.0527;0.05205;0.052099999;0.051650001;0.051399998
C10;control;L-Lysine;2;2;28;0.512150005;0.417400002;0.333450004;0.278249994;0.234750003;0.199350007
D10;scrambled_miRNA;L-Lysine;2;2;28;0.045700001;0.044650001;0.04445;0.044400001;0.04415;0.044050001
E10;plant_miRNA;L-Lysine;2;2;28;0.059599999;0.05765;0.057150001;0.056849999;0.056049999;0.0551
F10;control;L-Lysine;1;2;28;0.582500011;0.472499996;0.382400006;0.323499992;0.273649991;0.233549997
G10;scrambled_miRNA;L-Lysine;1;2;28;0.048149999;0.046799999;0.04635;0.046899999;0.04635;0.046249999
H10;plant_miRNA;L-Lysine;1;2;28;0.352000006;0.294100005;0.300199997;0.318550009;0.269699994;0.298000004
A11;control;L-Lysine;5;2;28;0.604900002;0.492700011;0.394449994;0.329399988;0.278250009;0.237599991
B11;scrambled_miRNA;L-Lysine;5;2;28;0.0518;0.051200001;0.05105;0.0517;0.05085;0.05085
C11;plant_miRNA;L-Lysine;5;2;28;0.049449999;0.047900001;0.047149999;0.0482;0.046949999;0.0471
D11;control;L-Lysine;4;2;28;0.596849978;0.487499997;0.389950007;0.324850008;0.273000002;0.23195
E11;scrambled_miRNA;L-Lysine;4;2;28;0.061250001;0.059950002;0.0591;0.058300002;0.0582;0.057599999
F11;plant_miRNA;L-Lysine;4;2;28;0.080849998;0.0737;0.06825;0.065699998;0.0627;0.060649998
G11;control;L-Lysine;3;2;28;0.599050015;0.490199998;0.391750008;0.327650011;0.277049989;0.235799998
