Well_ID;Treatment;N_Source;Pair;Dose (uM);Time;OD520;OD530;OD540;OD550;OD560;OD570
D6;std;L-Lysine;N.A.;1000;2;0.216000006;0.171000004;0.136299998;0.116599999;0.101899996;0.090300001
D7;std;L-Lysine;N.A.;2000;2;0.346599996;0.272399992;0.211500004;0.175899997;0.148100004;0.126599997
D8;std;L-Lysine;N.A.;4000;2;0.594399989;0.48179999;0.381000012;0.315699995;0.261999995;0.220699996
F1;plant_miRNA;L-Lysine;1;2;0;0.562099993;0.460200012;0.366899997;0.308699995;0.261000007;0.223399997
F2;scrambled_miRNA;L-Lysine;1;2;0;0.510500014;0.422800004;0.342900008;0.291399986;0.248699993;0.214399993
F3;control;L-Lysine;1;2;0;0.506699979;0.41839999;0.336600006;0.28459999;0.241600007;0.207200006
F4;plant_miRNA;L-Lysine;2;2;0;0.50880003;0.418900013;0.336100012;0.283300012;0.239700004;0.2051
F5;scrambled_miRNA;L-Lysine;2;2;0;0.497999996;0.412900001;0.334199995;0.284000009;0.2421;0.208399996
F6;control;L-Lysine;2;2;0;0.499599993;0.412999988;0.332199991;0.281300008;0.238900006;0.205500007
F7;plant_miRNA;L-Lysine;3;2;0;0.524200022;0.432200015;0.346700013;0.292299986;0.247400001;0.211799994
F8;scrambled_miRNA;L-Lysine;3;2;0;0.509199977;0.422600001;0.341300011;0.289499998;0.246999994;0.212500006
F9;control;L-Lysine;3;2;0;0.524200022;0.42809999;0.340999991;0.28549999;0.240099996;0.203899994
F10;plant_miRNA;L-Lysine;4;2;0;0.525699973;0.430799991;0.344799995;0.289900005;0.244800001;0.208499998
F11;scrambled_miRNA;L-Lysine;4;2;0;0.520200014;0.425999999;0.339399993;0.284700006;0.239700004;0.204400003
F12;control;L-Lysine;4;2;0;0.549899995;0.451000005;0.360599995;0.303600013;0.257499993;0.221000001
G1;plant_miRNA;L-Lysine;5;2;0;0.59799999;0.479499996;0.372900009;0.308699995;0.2579;0.218400002
G2;scrambled_miRNA;L-Lysine;5;2;0;0.519500017;0.422600001;0.335900009;0.280299991;0.235300004;0.1998
G3;control;L-Lysine;5;2;0;0.525300026;0.424499989;0.335200012;0.278800011;0.232500002;0.195999995
G10;plant_miRNA;L-Lysine;1;2;20;0.345499992;0.282000005;0.226899996;0.191799998;0.163200006;0.139799997
G11;scrambled_miRNA;L-Lysine;1;2;20;0.377499998;0.305400014;0.242300004;0.203099996;0.171100006;0.146200001
G12;control;L-Lysine;1;2;20;0.592700005;0.483500004;0.382699996;0.319499999;0.268599987;0.228599995
H1;plant_miRNA;L-Lysine;2;2;20;0.444700003;0.359800011;0.283399999;0.2368;0.199000001;0.169200003
H2;scrambled_miRNA;L-Lysine;2;2;20;0.395399988;0.322699994;0.257999986;0.216499999;0.181999996;0.154499993
H3;control;L-Lysine;2;2;20;0.531799972;0.441900015;0.357800007;0.304199994;0.259799987;0.223499998
H4;plant_miRNA;L-Lysine;3;2;20;0.396400005;0.323900014;0.25940001;0.217999995;0.184;0.157100007
H5;scrambled_miRNA;L-Lysine;3;2;20;0.432900012;0.355500013;0.28549999;0.240799993;0.203099996;0.173099995
H6;control;L-Lysine;3;2;20;0.556400001;0.459899992;0.370299995;0.313199997;0.265599996;0.227899998
H7;plant_miRNA;L-Lysine;4;2;20;0.415800005;0.341500014;0.273999989;0.231099993;0.195299998;0.166899994
H8;scrambled_miRNA;L-Lysine;4;2;20;0.428000003;0.348399997;0.2764;0.231299996;0.194499999;0.165199995
H9;control;L-Lysine;4;2;20;0.540400028;0.448399991;0.362699986;0.307700008;0.262800008;0.226300001
H10;plant_miRNA;L-Lysine;5;2;20;0.344999999;0.283899993;0.229300007;0.194399998;0.1655;0.141900003
H11;scrambled_miRNA;L-Lysine;5;2;20;0.358799994;0.2958;0.239700004;0.204899997;0.175600007;0.151299998
H12;control;L-Lysine;5;2;20;0.633700013;0.517400026;0.410100013;0.344500005;0.292400002;0.250800014
