Well_ID	Treatment	N_source	miRNA	Pair	Dose(uM)	Time	OD_600	
B4	plant_miRNA	L-Histidine	mix_5	2	10	33	2.0017	
B5	scrambled_miRNA	L-Arginine	mix_5	2	10	33	2.1526	
B6	plant_miRNA	L-Glutamic_acid	mix_5	3	10	33	1.9326	
B7	plant_miRNA	L-Aspartic_acid	mix_5	3	10	33	2.181	
B8	plant_miRNA	L-Cysteine	mix_5	4	10	33	1.2527	
B9	scrambled_miRNA	L-Glutamic_acid	mix_5	4	10	33	1.9706	
B10	plant_miRNA	L-Arginine	mix_5	5	10	33	1.962	
B11	plant_miRNA	L-Histidine	mix_5	5	10	33	2.0876	
B12	N.A.	L-Cysteine	N.A.	N.A.	N.A.	33	0.2178	
C1	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	33	0.0932	
C2	plant_miRNA	L-Alanine	mix_5	1	10	33	2.3318	
C3	scrambled_miRNA	L-Glutamic_acid	mix_5	1	10	33	2.4163	
C4	scrambled_miRNA	L-Histidine	mix_5	2	10	33	1.9775	
C5	plant_miRNA	L-Arginine	mix_5	2	10	33	1.8507	
C6	scrambled_miRNA	L-Glutamic_acid	mix_5	3	10	33	2.0058	
C7	scrambled_miRNA	L-Aspartic_acid	mix_5	3	10	33	1.8675	
C8	scrambled_miRNA	L-Cysteine	mix_5	4	10	33	1.3637	
C9	plant_miRNA	L-Glutamic_acid	mix_5	4	10	33	1.9055	
C10	scrambled_miRNA	L-Arginine	mix_5	5	10	33	1.935	
C11	scrambled_miRNA	L-Histidine	mix_5	5	10	33	2.0911	
C12	N.A.	L-Alanine	N.A.	N.A.	N.A.	33	0.0834	
D1	N.A.	L-Histidine	N.A.	N.A.	N.A.	33	0.0869	
D2	plant_miRNA	L-Cysteine	mix_5	1	10	33	1.5111	
D3	plant_miRNA	L-Aspartic_acid	mix_5	1	10	33	2.6137	
D4	scrambled_miRNA	L-Alanine	mix_5	2	10	33	1.7956	
D5	plant_miRNA	L-Cysteine	mix_5	2	10	33	1.4772	
D6	plant_miRNA	L-Arginine	mix_5	3	10	33	1.8409	
D7	plant_miRNA	L-Histidine	mix_5	3	10	33	1.996	
D8	scrambled_miRNA	L-Histidine	mix_5	4	10	33	2.0711	
D9	scrambled_miRNA	L-Aspartic_acid	mix_5	4	10	33	1.9044	
D10	plant_miRNA	L-Aspartic_acid	mix_5	5	10	33	1.8612	
D11	scrambled_miRNA	L-Alanine	mix_5	5	10	33	1.6415	
D12	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	33	0.0875	
E1	N.A.	L-Alanine	N.A.	N.A.	N.A.	33	0.0925	
E2	scrambled_miRNA	L-Cysteine	mix_5	1	10	33	1.4028	
E3	scrambled_miRNA	L-Aspartic_acid	mix_5	1	10	33	2.1473	
E4	plant_miRNA	L-Alanine	mix_5	2	10	33	1.9502	
E5	scrambled_miRNA	L-Cysteine	mix_5	2	10	33	1.3411	
E6	scrambled_miRNA	L-Arginine	mix_5	3	10	33	1.9069	
E7	scrambled_miRNA	L-Histidine	mix_5	3	10	33	2.1248	
E8	plant_miRNA	L-Histidine	mix_5	4	10	33	2.0822	
E9	plant_miRNA	L-Aspartic_acid	mix_5	4	10	33	1.9515	
E10	scrambled_miRNA	L-Aspartic_acid	mix_5	5	10	33	1.7735	
E11	plant_miRNA	L-Alanine	mix_5	5	10	33	1.7204	
E12	N.A.	L-Arginine	N.A.	N.A.	N.A.	33	0.0833	
F1	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	33	0.106	
F2	scrambled_miRNA	L-Arginine	mix_5	1	10	33	2.4074	
F3	scrambled_miRNA	L-Histidine	mix_5	1	10	33	2.1053	
F4	plant_miRNA	L-Glutamic_acid	mix_5	2	10	33	2.1667	
F5	plant_miRNA	L-Aspartic_acid	mix_5	2	10	33	2.2301	
F6	plant_miRNA	L-Cysteine	mix_5	3	10	33	1.4213	
F7	scrambled_miRNA	L-Alanine	mix_5	3	10	33	1.7577	
F8	scrambled_miRNA	L-Alanine	mix_5	4	10	33	1.6827	
F9	plant_miRNA	L-Arginine	mix_5	4	10	33	2.0568	
F10	scrambled_miRNA	L-Glutamic_acid	mix_5	5	10	33	2.1733	
F11	scrambled_miRNA	L-Cysteine	mix_5	5	10	33	1.2096	
F12	N.A.	L-Histidine	N.A.	N.A.	N.A.	33	0.0864	
G1	N.A.	L-Arginine	N.A.	N.A.	N.A.	33	0.0921	
G2	plant_miRNA	L-Arginine	mix_5	1	10	33	2.3939	
G3	plant_miRNA	L-Histidine	mix_5	1	10	33	2.1346	
G4	scrambled_miRNA	L-Glutamic_acid	mix_5	2	10	33	2.1423	
G5	scrambled_miRNA	L-Aspartic_acid	mix_5	2	10	33	2.0916	
G6	scrambled_miRNA	L-Cysteine	mix_5	3	10	33	1.2976	
G7	plant_miRNA	L-Alanine	mix_5	3	10	33	1.8721	
G8	plant_miRNA	L-Alanine	mix_5	4	10	33	1.714	
G9	scrambled_miRNA	L-Arginine	mix_5	4	10	33	1.9236	
G10	plant_miRNA	L-Glutamic_acid	mix_5	5	10	33	1.8539	
G11	plant_miRNA	L-Cysteine	mix_5	5	10	33	1.1443	
G12	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	33	0.1002	
H4	N.A.	L-Histidine	N.A.	N.A.	N.A.	33	0.0825	
H5	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	33	0.0821	
H6	N.A.	L-Cysteine	N.A.	N.A.	N.A.	33	0.0989	
H7	N.A.	L-Arginine	N.A.	N.A.	N.A.	33	0.0847	
H8	N.A.	L-Alanine	N.A.	N.A.	N.A.	33	0.0999	
H10	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	33	0.0884	
A4	N.A.	L-Alanine	N.A.	N.A.	N.A.	34	0.0932	
A5	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	34	0.0927	
A6	N.A.	L-Arginine	N.A.	N.A.	N.A.	34	0.093	
A7	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	34	0.0923	
A8	N.A.	L-Histidine	N.A.	N.A.	N.A.	34	0.0884	
A9	N.A.	L-Cysteine	N.A.	N.A.	N.A.	34	0.0899	
B1	N.A.	L-Cysteine	N.A.	N.A.	N.A.	34	0.0908	
B2	scrambled_miRNA	L-Alanine	mix_5	1	10	34	1.9623	
B3	plant_miRNA	L-Glutamic_acid	mix_5	1	10	34	2.1753	
B4	plant_miRNA	L-Histidine	mix_5	2	10	34	1.9791	
B5	scrambled_miRNA	L-Arginine	mix_5	2	10	34	2.17	
B6	plant_miRNA	L-Glutamic_acid	mix_5	3	10	34	1.9603	
B7	plant_miRNA	L-Aspartic_acid	mix_5	3	10	34	2.1834	
B8	plant_miRNA	L-Cysteine	mix_5	4	10	34	1.2621	
B9	scrambled_miRNA	L-Glutamic_acid	mix_5	4	10	34	1.9851	
B10	plant_miRNA	L-Arginine	mix_5	5	10	34	1.9652	
B11	plant_miRNA	L-Histidine	mix_5	5	10	34	2.0872	
B12	N.A.	L-Cysteine	N.A.	N.A.	N.A.	34	0.2181	
C1	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	34	0.097	
C2	plant_miRNA	L-Alanine	mix_5	1	10	34	2.3582	
C3	scrambled_miRNA	L-Glutamic_acid	mix_5	1	10	34	2.4207	
C4	scrambled_miRNA	L-Histidine	mix_5	2	10	34	1.9769	
C5	plant_miRNA	L-Arginine	mix_5	2	10	34	1.8526	
C6	scrambled_miRNA	L-Glutamic_acid	mix_5	3	10	34	1.9972	
C7	scrambled_miRNA	L-Aspartic_acid	mix_5	3	10	34	1.8733	
C8	scrambled_miRNA	L-Cysteine	mix_5	4	10	34	1.4035	
C9	plant_miRNA	L-Glutamic_acid	mix_5	4	10	34	1.9023	
C10	scrambled_miRNA	L-Arginine	mix_5	5	10	34	1.9283	
C11	scrambled_miRNA	L-Histidine	mix_5	5	10	34	2.1161	
C12	N.A.	L-Alanine	N.A.	N.A.	N.A.	34	0.0835	
D1	N.A.	L-Histidine	N.A.	N.A.	N.A.	34	0.087	
D2	plant_miRNA	L-Cysteine	mix_5	1	10	34	1.5589	
D3	plant_miRNA	L-Aspartic_acid	mix_5	1	10	34	2.5619	
D4	scrambled_miRNA	L-Alanine	mix_5	2	10	34	1.7959	
D5	plant_miRNA	L-Cysteine	mix_5	2	10	34	1.5243	
D6	plant_miRNA	L-Arginine	mix_5	3	10	34	1.8199	
D7	plant_miRNA	L-Histidine	mix_5	3	10	34	1.9893	
D8	scrambled_miRNA	L-Histidine	mix_5	4	10	34	2.0766	
D9	scrambled_miRNA	L-Aspartic_acid	mix_5	4	10	34	1.9651	
D10	plant_miRNA	L-Aspartic_acid	mix_5	5	10	34	1.8141	
D11	scrambled_miRNA	L-Alanine	mix_5	5	10	34	1.6445	
D12	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	34	0.0876	
E1	N.A.	L-Alanine	N.A.	N.A.	N.A.	34	0.0942	
E2	scrambled_miRNA	L-Cysteine	mix_5	1	10	34	1.4368	
E3	scrambled_miRNA	L-Aspartic_acid	mix_5	1	10	34	2.1507	
E4	plant_miRNA	L-Alanine	mix_5	2	10	34	1.9494	
E5	scrambled_miRNA	L-Cysteine	mix_5	2	10	34	1.3275	
E6	scrambled_miRNA	L-Arginine	mix_5	3	10	34	1.9005	
E7	scrambled_miRNA	L-Histidine	mix_5	3	10	34	2.0573	
E8	plant_miRNA	L-Histidine	mix_5	4	10	34	2.0769	
E9	plant_miRNA	L-Aspartic_acid	mix_5	4	10	34	1.9391	
E10	scrambled_miRNA	L-Aspartic_acid	mix_5	5	10	34	1.79	
E11	plant_miRNA	L-Alanine	mix_5	5	10	34	1.8619	
E12	N.A.	L-Arginine	N.A.	N.A.	N.A.	34	0.0832	
F1	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	34	0.1078	
F2	scrambled_miRNA	L-Arginine	mix_5	1	10	34	2.3838	
F3	scrambled_miRNA	L-Histidine	mix_5	1	10	34	2.0995	
F4	plant_miRNA	L-Glutamic_acid	mix_5	2	10	34	2.2425	
F5	plant_miRNA	L-Aspartic_acid	mix_5	2	10	34	2.1624	
F6	plant_miRNA	L-Cysteine	mix_5	3	10	34	1.4708	
F7	scrambled_miRNA	L-Alanine	mix_5	3	10	34	1.7569	
F8	scrambled_miRNA	L-Alanine	mix_5	4	10	34	1.6749	
F9	plant_miRNA	L-Arginine	mix_5	4	10	34	2.0471	
F10	scrambled_miRNA	L-Glutamic_acid	mix_5	5	10	34	2.1206	
F11	scrambled_miRNA	L-Cysteine	mix_5	5	10	34	1.2528	
F12	N.A.	L-Histidine	N.A.	N.A.	N.A.	34	0.0863	
G1	N.A.	L-Arginine	N.A.	N.A.	N.A.	34	0.095	
G2	plant_miRNA	L-Arginine	mix_5	1	10	34	2.3976	
G3	plant_miRNA	L-Histidine	mix_5	1	10	34	2.134	
G4	scrambled_miRNA	L-Glutamic_acid	mix_5	2	10	34	2.1494	
G5	scrambled_miRNA	L-Aspartic_acid	mix_5	2	10	34	2.1036	
G6	scrambled_miRNA	L-Cysteine	mix_5	3	10	34	1.3364	
G7	plant_miRNA	L-Alanine	mix_5	3	10	34	1.8477	
G8	plant_miRNA	L-Alanine	mix_5	4	10	34	1.7182	
G9	scrambled_miRNA	L-Arginine	mix_5	4	10	34	1.9327	
G10	plant_miRNA	L-Glutamic_acid	mix_5	5	10	34	1.853	
G11	plant_miRNA	L-Cysteine	mix_5	5	10	34	1.1858	
G12	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	34	0.1062	
H4	N.A.	L-Histidine	N.A.	N.A.	N.A.	34	0.0823	
H5	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	34	0.0996	
H6	N.A.	L-Cysteine	N.A.	N.A.	N.A.	34	0.0939	
H7	N.A.	L-Arginine	N.A.	N.A.	N.A.	34	0.0852	
H8	N.A.	L-Alanine	N.A.	N.A.	N.A.	34	0.0999	
H10	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	34	0.085	
A4	N.A.	L-Alanine	N.A.	N.A.	N.A.	35	0.093	
A5	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	35	0.0924	
A6	N.A.	L-Arginine	N.A.	N.A.	N.A.	35	0.0929	
A7	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	35	0.0921	
A8	N.A.	L-Histidine	N.A.	N.A.	N.A.	35	0.0883	
A9	N.A.	L-Cysteine	N.A.	N.A.	N.A.	35	0.1015	
B1	N.A.	L-Cysteine	N.A.	N.A.	N.A.	35	0.0902	
B2	scrambled_miRNA	L-Alanine	mix_5	1	10	35	1.9609	
B3	plant_miRNA	L-Glutamic_acid	mix_5	1	10	35	2.1329	
B4	plant_miRNA	L-Histidine	mix_5	2	10	35	1.9647	
B5	scrambled_miRNA	L-Arginine	mix_5	2	10	35	2.1224	
B6	plant_miRNA	L-Glutamic_acid	mix_5	3	10	35	1.9682	
B7	plant_miRNA	L-Aspartic_acid	mix_5	3	10	35	2.1833	
B8	plant_miRNA	L-Cysteine	mix_5	4	10	35	1.2985	
B9	scrambled_miRNA	L-Glutamic_acid	mix_5	4	10	35	1.9714	
B10	plant_miRNA	L-Arginine	mix_5	5	10	35	1.9785	
B11	plant_miRNA	L-Histidine	mix_5	5	10	35	2.0936	
B12	N.A.	L-Cysteine	N.A.	N.A.	N.A.	35	0.2172	
C1	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	35	0.0929	
C2	plant_miRNA	L-Alanine	mix_5	1	10	35	2.3188	
C3	scrambled_miRNA	L-Glutamic_acid	mix_5	1	10	35	2.4048	
C4	scrambled_miRNA	L-Histidine	mix_5	2	10	35	1.9375	
C5	plant_miRNA	L-Arginine	mix_5	2	10	35	1.8571	
C6	scrambled_miRNA	L-Glutamic_acid	mix_5	3	10	35	2.0001	
C7	scrambled_miRNA	L-Aspartic_acid	mix_5	3	10	35	1.8678	
C8	scrambled_miRNA	L-Cysteine	mix_5	4	10	35	1.4273	
C9	plant_miRNA	L-Glutamic_acid	mix_5	4	10	35	1.9068	
C10	scrambled_miRNA	L-Arginine	mix_5	5	10	35	1.9531	
C11	scrambled_miRNA	L-Histidine	mix_5	5	10	35	2.1187	
C12	N.A.	L-Alanine	N.A.	N.A.	N.A.	35	0.0839	
D1	N.A.	L-Histidine	N.A.	N.A.	N.A.	35	0.0876	
D2	plant_miRNA	L-Cysteine	mix_5	1	10	35	1.599	
D3	plant_miRNA	L-Aspartic_acid	mix_5	1	10	35	2.6334	
D4	scrambled_miRNA	L-Alanine	mix_5	2	10	35	1.7902	
D5	plant_miRNA	L-Cysteine	mix_5	2	10	35	1.5687	
D6	plant_miRNA	L-Arginine	mix_5	3	10	35	1.8236	
D7	plant_miRNA	L-Histidine	mix_5	3	10	35	1.9791	
D8	scrambled_miRNA	L-Histidine	mix_5	4	10	35	2.0334	
D9	scrambled_miRNA	L-Aspartic_acid	mix_5	4	10	35	1.8791	
D10	plant_miRNA	L-Aspartic_acid	mix_5	5	10	35	1.8336	
D11	scrambled_miRNA	L-Alanine	mix_5	5	10	35	1.6425	
D12	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	35	0.0875	
E1	N.A.	L-Alanine	N.A.	N.A.	N.A.	35	0.092	
E2	scrambled_miRNA	L-Cysteine	mix_5	1	10	35	1.4597	
E3	scrambled_miRNA	L-Aspartic_acid	mix_5	1	10	35	2.1471	
E4	plant_miRNA	L-Alanine	mix_5	2	10	35	1.9566	
E5	scrambled_miRNA	L-Cysteine	mix_5	2	10	35	1.4007	
E6	scrambled_miRNA	L-Arginine	mix_5	3	10	35	1.898	
E7	scrambled_miRNA	L-Histidine	mix_5	3	10	35	2.1088	
E8	plant_miRNA	L-Histidine	mix_5	4	10	35	2.0756	
E9	plant_miRNA	L-Aspartic_acid	mix_5	4	10	35	1.938	
E10	scrambled_miRNA	L-Aspartic_acid	mix_5	5	10	35	1.7973	
E11	plant_miRNA	L-Alanine	mix_5	5	10	35	1.8247	
E12	N.A.	L-Arginine	N.A.	N.A.	N.A.	35	0.0833	
F1	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	35	0.1015	
F2	scrambled_miRNA	L-Arginine	mix_5	1	10	35	2.4129	
F3	scrambled_miRNA	L-Histidine	mix_5	1	10	35	2.0947	
F4	plant_miRNA	L-Glutamic_acid	mix_5	2	10	35	2.1282	
F5	plant_miRNA	L-Aspartic_acid	mix_5	2	10	35	2.1591	
F6	plant_miRNA	L-Cysteine	mix_5	3	10	35	1.5116	
F7	scrambled_miRNA	L-Alanine	mix_5	3	10	35	1.7605	
F8	scrambled_miRNA	L-Alanine	mix_5	4	10	35	1.6723	
F9	plant_miRNA	L-Arginine	mix_5	4	10	35	2.0537	
F10	scrambled_miRNA	L-Glutamic_acid	mix_5	5	10	35	2.171	
F11	scrambled_miRNA	L-Cysteine	mix_5	5	10	35	1.2935	
F12	N.A.	L-Histidine	N.A.	N.A.	N.A.	35	0.0863	
G1	N.A.	L-Arginine	N.A.	N.A.	N.A.	35	0.0971	
G2	plant_miRNA	L-Arginine	mix_5	1	10	35	2.3825	
G3	plant_miRNA	L-Histidine	mix_5	1	10	35	2.1347	
G4	scrambled_miRNA	L-Glutamic_acid	mix_5	2	10	35	2.1554	
G5	scrambled_miRNA	L-Aspartic_acid	mix_5	2	10	35	2.0895	
G6	scrambled_miRNA	L-Cysteine	mix_5	3	10	35	1.373	
G7	plant_miRNA	L-Alanine	mix_5	3	10	35	1.8344	
G8	plant_miRNA	L-Alanine	mix_5	4	10	35	1.7489	
G9	scrambled_miRNA	L-Arginine	mix_5	4	10	35	1.9422	
G10	plant_miRNA	L-Glutamic_acid	mix_5	5	10	35	1.9146	
G11	plant_miRNA	L-Cysteine	mix_5	5	10	35	1.22	
G12	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	35	0.0953	
H4	N.A.	L-Histidine	N.A.	N.A.	N.A.	35	0.0828	
H5	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	35	0.0843	
H6	N.A.	L-Cysteine	N.A.	N.A.	N.A.	35	0.0891	
H7	N.A.	L-Arginine	N.A.	N.A.	N.A.	35	0.0845	
H8	N.A.	L-Alanine	N.A.	N.A.	N.A.	35	0.0999	
H10	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	35	0.0875	
A4	N.A.	L-Alanine	N.A.	N.A.	N.A.	36	0.0932	
A5	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	36	0.0925	
A6	N.A.	L-Arginine	N.A.	N.A.	N.A.	36	0.0929	
A7	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	36	0.0922	
A8	N.A.	L-Histidine	N.A.	N.A.	N.A.	36	0.0883	
A9	N.A.	L-Cysteine	N.A.	N.A.	N.A.	36	0.0858	
B1	N.A.	L-Cysteine	N.A.	N.A.	N.A.	36	0.0907	
B2	scrambled_miRNA	L-Alanine	mix_5	1	10	36	1.9617	
B3	plant_miRNA	L-Glutamic_acid	mix_5	1	10	36	2.1466	
B4	plant_miRNA	L-Histidine	mix_5	2	10	36	1.9693	
B5	scrambled_miRNA	L-Arginine	mix_5	2	10	36	2.1738	
B6	plant_miRNA	L-Glutamic_acid	mix_5	3	10	36	1.9795	
B7	plant_miRNA	L-Aspartic_acid	mix_5	3	10	36	2.2102	
B8	plant_miRNA	L-Cysteine	mix_5	4	10	36	1.3281	
B9	scrambled_miRNA	L-Glutamic_acid	mix_5	4	10	36	1.9669	
B10	plant_miRNA	L-Arginine	mix_5	5	10	36	1.9932	
