Well_ID	Treatment	N_source	miRNA	Pair	Dose(uM)	Time	OD_600
D10	scrambled_miRNA	Glycine	mix_5	5	10	12	0.2827
D11	scrambled_miRNA	L-Proline	mix_5	5	10	12	0.2194
D12	N.A.	L-Tryptophan	N.A.	N.A.	N.A.	12	0.0894
E1	N.A.	L-Lysine	N.A.	N.A.	N.A.	12	0.0848
E2	scrambled_miRNA	L-Methionine	mix_5	1	10	12	0.1255
E3	scrambled_miRNA	Glycine	mix_5	1	10	12	0.2722
E4	scrambled_miRNA	L-Proline	mix_5	2	10	12	0.2152
E5	plant_miRNA	L-Methionine	mix_5	2	10	12	0.1278
E6	plant_miRNA	L-Isoleucine	mix_5	3	10	12	0.163
E7	scrambled_miRNA	L-Tryptophan	mix_5	3	10	12	0.118
E8	plant_miRNA	L-Lysine	mix_5	4	10	12	0.1272
E9	scrambled_miRNA	L-Isoleucine	mix_5	4	10	12	0.1649
E10	plant_miRNA	Glycine	mix_5	5	10	12	0.2779
E11	plant_miRNA	L-Proline	mix_5	5	10	12	0.2008
E12	N.A.	L-Proline	N.A.	N.A.	N.A.	12	0.0904
F1	N.A.	L-Proline	N.A.	N.A.	N.A.	12	0.0819
F2	scrambled_miRNA	L-Proline	mix_5	1	10	12	0.2155
F3	plant_miRNA	L-Lysine	mix_5	1	10	12	0.1303
F4	plant_miRNA	L-Isoleucine	mix_5	2	10	12	0.17
F5	plant_miRNA	L-Tryptophan	mix_5	2	10	12	0.1218
F6	scrambled_miRNA	L-Lysine	mix_5	3	10	12	0.1287
F7	plant_miRNA	L-Proline	mix_5	3	10	12	0.2103
F8	scrambled_miRNA	Glycine	mix_5	4	10	12	0.286
F9	plant_miRNA	L-Methionine	mix_5	4	10	12	0.1256
F10	scrambled_miRNA	L-Methionine	mix_5	5	10	12	0.1237
F11	scrambled_miRNA	L-Tryptophan	mix_5	5	10	12	0.1159
F12	N.A.	L-Methionine	N.A.	N.A.	N.A.	12	0.088
G1	N.A.	Glycine	N.A.	N.A.	N.A.	12	0.0856
G2	plant_miRNA	L-Proline	mix_5	1	10	12	0.2045
G3	scrambled_miRNA	L-Lysine	mix_5	1	10	12	0.1263
G4	scrambled_miRNA	L-Isoleucine	mix_5	2	10	12	0.1644
G5	scrambled_miRNA	L-Tryptophan	mix_5	2	10	12	0.1186
G6	plant_miRNA	L-Lysine	mix_5	3	10	12	0.1311
G7	scrambled_miRNA	L-Proline	mix_5	3	10	12	0.2205
G8	plant_miRNA	Glycine	mix_5	4	10	12	0.2683
G9	scrambled_miRNA	L-Methionine	mix_5	4	10	12	0.1138
G10	plant_miRNA	L-Methionine	mix_5	5	10	12	0.1239
G11	plant_miRNA	L-Tryptophan	mix_5	5	10	12	0.1158
G12	N.A.	L-Lysine	N.A.	N.A.	N.A.	12	0.0844
H4	N.A.	L-Methionine	N.A.	N.A.	N.A.	12	0.0886
H5	N.A.	L-Isoleucine	N.A.	N.A.	N.A.	12	0.0866
H6	N.A.	L-Tryptophan	N.A.	N.A.	N.A.	12	0.0923
H7	N.A.	Glycine	N.A.	N.A.	N.A.	12	0.0898
H9	N.A.	L-Lysine	N.A.	N.A.	N.A.	12	0.0931
H11	N.A.	L-Proline	N.A.	N.A.	N.A.	12	0.0889
A4	N.A.	L-Lysine	N.A.	N.A.	N.A.	13	0.0798
A5	N.A.	L-Tryptophan	N.A.	N.A.	N.A.	13	0.083
A6	N.A.	L-Proline	N.A.	N.A.	N.A.	13	0.0856
A7	N.A.	Glycine	N.A.	N.A.	N.A.	13	0.0869
A8	N.A.	L-Isoleucine	N.A.	N.A.	N.A.	13	0.0899
A9	N.A.	L-Methionine	N.A.	N.A.	N.A.	13	0.0882
B1	N.A.	L-Tryptophan	N.A.	N.A.	N.A.	13	0.0963
B2	plant_miRNA	L-Isoleucine	mix_5	1	10	13	0.1641
B3	plant_miRNA	L-Tryptophan	mix_5	1	10	13	0.1181
B4	scrambled_miRNA	Glycine	mix_5	2	10	13	0.3013
B5	plant_miRNA	L-Lysine	mix_5	2	10	13	0.1349
B6	scrambled_miRNA	L-Methionine	mix_5	3	10	13	0.131
B7	plant_miRNA	Glycine	mix_5	3	10	13	0.3097
B8	scrambled_miRNA	L-Tryptophan	mix_5	4	10	13	0.1147
B9	plant_miRNA	L-Proline	mix_5	4	10	13	0.2238
B10	scrambled_miRNA	L-Lysine	mix_5	5	10	13	0.1315
B11	scrambled_miRNA	L-Isoleucine	mix_5	5	10	13	0.1693
B12	N.A.	L-Isoleucine	N.A.	N.A.	N.A.	13	0.0859
C1	N.A.	L-Isoleucine	N.A.	N.A.	N.A.	13	0.0914
C2	scrambled_miRNA	L-Isoleucine	mix_5	1	10	13	0.18
C3	scrambled_miRNA	L-Tryptophan	mix_5	1	10	13	0.123
C4	plant_miRNA	Glycine	mix_5	2	10	13	0.3145
C5	scrambled_miRNA	L-Lysine	mix_5	2	10	13	0.1315
C6	plant_miRNA	L-Methionine	mix_5	3	10	13	0.1371
C7	scrambled_miRNA	Glycine	mix_5	3	10	13	0.307
C8	plant_miRNA	L-Tryptophan	mix_5	4	10	13	0.1151
C9	scrambled_miRNA	L-Proline	mix_5	4	10	13	0.2464
C10	plant_miRNA	L-Lysine	mix_5	5	10	13	0.135
C11	plant_miRNA	L-Isoleucine	mix_5	5	10	13	0.173
C12	N.A.	Glycine	N.A.	N.A.	N.A.	13	0.0871
D1	N.A.	L-Methionine	N.A.	N.A.	N.A.	13	0.0841
D2	plant_miRNA	L-Methionine	mix_5	1	10	13	0.121
D3	plant_miRNA	Glycine	mix_5	1	10	13	0.2933
D4	plant_miRNA	L-Proline	mix_5	2	10	13	0.223
D5	scrambled_miRNA	L-Methionine	mix_5	2	10	13	0.139
D6	scrambled_miRNA	L-Isoleucine	mix_5	3	10	13	0.1778
D7	plant_miRNA	L-Tryptophan	mix_5	3	10	13	0.1287
D8	scrambled_miRNA	L-Lysine	mix_5	4	10	13	0.1311
D9	plant_miRNA	L-Isoleucine	mix_5	4	10	13	0.1799
D10	scrambled_miRNA	Glycine	mix_5	5	10	13	0.3147
D11	scrambled_miRNA	L-Proline	mix_5	5	10	13	0.2473
D12	N.A.	L-Tryptophan	N.A.	N.A.	N.A.	13	0.0896
E1	N.A.	L-Lysine	N.A.	N.A.	N.A.	13	0.0834
E2	scrambled_miRNA	L-Methionine	mix_5	1	10	13	0.1286
E3	scrambled_miRNA	Glycine	mix_5	1	10	13	0.306
E4	scrambled_miRNA	L-Proline	mix_5	2	10	13	0.2415
E5	plant_miRNA	L-Methionine	mix_5	2	10	13	0.134
E6	plant_miRNA	L-Isoleucine	mix_5	3	10	13	0.1731
E7	scrambled_miRNA	L-Tryptophan	mix_5	3	10	13	0.1218
E8	plant_miRNA	L-Lysine	mix_5	4	10	13	0.1324
E9	scrambled_miRNA	L-Isoleucine	mix_5	4	10	13	0.1781
E10	plant_miRNA	Glycine	mix_5	5	10	13	0.3088
E11	plant_miRNA	L-Proline	mix_5	5	10	13	0.227
E12	N.A.	L-Proline	N.A.	N.A.	N.A.	13	0.0903
F1	N.A.	L-Proline	N.A.	N.A.	N.A.	13	0.081
F2	scrambled_miRNA	L-Proline	mix_5	1	10	13	0.2382
F3	plant_miRNA	L-Lysine	mix_5	1	10	13	0.1371
F4	plant_miRNA	L-Isoleucine	mix_5	2	10	13	0.1782
F5	plant_miRNA	L-Tryptophan	mix_5	2	10	13	0.1218
F6	scrambled_miRNA	L-Lysine	mix_5	3	10	13	0.1357
F7	plant_miRNA	L-Proline	mix_5	3	10	13	0.2374
F8	scrambled_miRNA	Glycine	mix_5	4	10	13	0.3186
F9	plant_miRNA	L-Methionine	mix_5	4	10	13	0.1276
F10	scrambled_miRNA	L-Methionine	mix_5	5	10	13	0.1265
F11	scrambled_miRNA	L-Tryptophan	mix_5	5	10	13	0.1154
F12	N.A.	L-Methionine	N.A.	N.A.	N.A.	13	0.0879
G1	N.A.	Glycine	N.A.	N.A.	N.A.	13	0.0855
G2	plant_miRNA	L-Proline	mix_5	1	10	13	0.2287
G3	scrambled_miRNA	L-Lysine	mix_5	1	10	13	0.1339
G4	scrambled_miRNA	L-Isoleucine	mix_5	2	10	13	0.1759
G5	scrambled_miRNA	L-Tryptophan	mix_5	2	10	13	0.1182
G6	plant_miRNA	L-Lysine	mix_5	3	10	13	0.1361
G7	scrambled_miRNA	L-Proline	mix_5	3	10	13	0.2494
G8	plant_miRNA	Glycine	mix_5	4	10	13	0.2966
G9	scrambled_miRNA	L-Methionine	mix_5	4	10	13	0.1171
G10	plant_miRNA	L-Methionine	mix_5	5	10	13	0.1255
G11	plant_miRNA	L-Tryptophan	mix_5	5	10	13	0.1163
G12	N.A.	L-Lysine	N.A.	N.A.	N.A.	13	0.0841
H4	N.A.	L-Methionine	N.A.	N.A.	N.A.	13	0.0883
H5	N.A.	L-Isoleucine	N.A.	N.A.	N.A.	13	0.0866
H6	N.A.	L-Tryptophan	N.A.	N.A.	N.A.	13	0.0921
H7	N.A.	Glycine	N.A.	N.A.	N.A.	13	0.0898
H9	N.A.	L-Lysine	N.A.	N.A.	N.A.	13	0.0945
H11	N.A.	L-Proline	N.A.	N.A.	N.A.	13	0.0893
A4	N.A.	L-Lysine	N.A.	N.A.	N.A.	14	0.08
A5	N.A.	L-Tryptophan	N.A.	N.A.	N.A.	14	0.0833
A6	N.A.	L-Proline	N.A.	N.A.	N.A.	14	0.0857
A7	N.A.	Glycine	N.A.	N.A.	N.A.	14	0.0867
A8	N.A.	L-Isoleucine	N.A.	N.A.	N.A.	14	0.0899
A9	N.A.	L-Methionine	N.A.	N.A.	N.A.	14	0.0882
B1	N.A.	L-Tryptophan	N.A.	N.A.	N.A.	14	0.0963
B2	plant_miRNA	L-Isoleucine	mix_5	1	10	14	0.1707
B3	plant_miRNA	L-Tryptophan	mix_5	1	10	14	0.1203
B4	scrambled_miRNA	Glycine	mix_5	2	10	14	0.3365
B5	plant_miRNA	L-Lysine	mix_5	2	10	14	0.1423
B6	scrambled_miRNA	L-Methionine	mix_5	3	10	14	0.1321
B7	plant_miRNA	Glycine	mix_5	3	10	14	0.344
B8	scrambled_miRNA	L-Tryptophan	mix_5	4	10	14	0.1151
B9	plant_miRNA	L-Proline	mix_5	4	10	14	0.2562
B10	scrambled_miRNA	L-Lysine	mix_5	5	10	14	0.1384
B11	scrambled_miRNA	L-Isoleucine	mix_5	5	10	14	0.1826
B12	N.A.	L-Isoleucine	N.A.	N.A.	N.A.	14	0.0858
C1	N.A.	L-Isoleucine	N.A.	N.A.	N.A.	14	0.0912
C2	scrambled_miRNA	L-Isoleucine	mix_5	1	10	14	0.1876
C3	scrambled_miRNA	L-Tryptophan	mix_5	1	10	14	0.1245
C4	plant_miRNA	Glycine	mix_5	2	10	14	0.3508
C5	scrambled_miRNA	L-Lysine	mix_5	2	10	14	0.1372
C6	plant_miRNA	L-Methionine	mix_5	3	10	14	0.141
C7	scrambled_miRNA	Glycine	mix_5	3	10	14	0.3469
C8	plant_miRNA	L-Tryptophan	mix_5	4	10	14	0.1178
C9	scrambled_miRNA	L-Proline	mix_5	4	10	14	0.2805
C10	plant_miRNA	L-Lysine	mix_5	5	10	14	0.1419
C11	plant_miRNA	L-Isoleucine	mix_5	5	10	14	0.184
C12	N.A.	Glycine	N.A.	N.A.	N.A.	14	0.087
D1	N.A.	L-Methionine	N.A.	N.A.	N.A.	14	0.0841
D2	plant_miRNA	L-Methionine	mix_5	1	10	14	0.126
D3	plant_miRNA	Glycine	mix_5	1	10	14	0.3289
D4	plant_miRNA	L-Proline	mix_5	2	10	14	0.2498
D5	scrambled_miRNA	L-Methionine	mix_5	2	10	14	0.1455
D6	scrambled_miRNA	L-Isoleucine	mix_5	3	10	14	0.188
D7	plant_miRNA	L-Tryptophan	mix_5	3	10	14	0.1306
D8	scrambled_miRNA	L-Lysine	mix_5	4	10	14	0.137
D9	plant_miRNA	L-Isoleucine	mix_5	4	10	14	0.188
D10	scrambled_miRNA	Glycine	mix_5	5	10	14	0.3564
D11	scrambled_miRNA	L-Proline	mix_5	5	10	14	0.2804
D12	N.A.	L-Tryptophan	N.A.	N.A.	N.A.	14	0.0896
E1	N.A.	L-Lysine	N.A.	N.A.	N.A.	14	0.084
E2	scrambled_miRNA	L-Methionine	mix_5	1	10	14	0.1359
E3	scrambled_miRNA	Glycine	mix_5	1	10	14	0.3446
E4	scrambled_miRNA	L-Proline	mix_5	2	10	14	0.2738
E5	plant_miRNA	L-Methionine	mix_5	2	10	14	0.1386
E6	plant_miRNA	L-Isoleucine	mix_5	3	10	14	0.1809
E7	scrambled_miRNA	L-Tryptophan	mix_5	3	10	14	0.1185
E8	plant_miRNA	L-Lysine	mix_5	4	10	14	0.1406
E9	scrambled_miRNA	L-Isoleucine	mix_5	4	10	14	0.1883
E10	plant_miRNA	Glycine	mix_5	5	10	14	0.347
E11	plant_miRNA	L-Proline	mix_5	5	10	14	0.2563
E12	N.A.	L-Proline	N.A.	N.A.	N.A.	14	0.0904
F1	N.A.	L-Proline	N.A.	N.A.	N.A.	14	0.0815
F2	scrambled_miRNA	L-Proline	mix_5	1	10	14	0.2635
F3	plant_miRNA	L-Lysine	mix_5	1	10	14	0.1423
F4	plant_miRNA	L-Isoleucine	mix_5	2	10	14	0.1885
F5	plant_miRNA	L-Tryptophan	mix_5	2	10	14	0.1246
F6	scrambled_miRNA	L-Lysine	mix_5	3	10	14	0.1444
F7	plant_miRNA	L-Proline	mix_5	3	10	14	0.2704
F8	scrambled_miRNA	Glycine	mix_5	4	10	14	0.3582
F9	plant_miRNA	L-Methionine	mix_5	4	10	14	0.1347
F10	scrambled_miRNA	L-Methionine	mix_5	5	10	14	0.1348
F11	scrambled_miRNA	L-Tryptophan	mix_5	5	10	14	0.1171
F12	N.A.	L-Methionine	N.A.	N.A.	N.A.	14	0.0883
G1	N.A.	Glycine	N.A.	N.A.	N.A.	14	0.0856
G2	plant_miRNA	L-Proline	mix_5	1	10	14	0.2525
G3	scrambled_miRNA	L-Lysine	mix_5	1	10	14	0.1404
G4	scrambled_miRNA	L-Isoleucine	mix_5	2	10	14	0.184
G5	scrambled_miRNA	L-Tryptophan	mix_5	2	10	14	0.1187
G6	plant_miRNA	L-Lysine	mix_5	3	10	14	0.1433
G7	scrambled_miRNA	L-Proline	mix_5	3	10	14	0.2826
G8	plant_miRNA	Glycine	mix_5	4	10	14	0.3304
G9	scrambled_miRNA	L-Methionine	mix_5	4	10	14	0.1199
G10	plant_miRNA	L-Methionine	mix_5	5	10	14	0.1324
G11	plant_miRNA	L-Tryptophan	mix_5	5	10	14	0.1168
G12	N.A.	L-Lysine	N.A.	N.A.	N.A.	14	0.0846
H4	N.A.	L-Methionine	N.A.	N.A.	N.A.	14	0.0884
H5	N.A.	L-Isoleucine	N.A.	N.A.	N.A.	14	0.0868
H6	N.A.	L-Tryptophan	N.A.	N.A.	N.A.	14	0.0927
H7	N.A.	Glycine	N.A.	N.A.	N.A.	14	0.0896
H9	N.A.	L-Lysine	N.A.	N.A.	N.A.	14	0.0914
H11	N.A.	L-Proline	N.A.	N.A.	N.A.	14	0.089
A4	N.A.	L-Lysine	N.A.	N.A.	N.A.	15	0.0798
A5	N.A.	L-Tryptophan	N.A.	N.A.	N.A.	15	0.0835
A6	N.A.	L-Proline	N.A.	N.A.	N.A.	15	0.0857
A7	N.A.	Glycine	N.A.	N.A.	N.A.	15	0.0867
A8	N.A.	L-Isoleucine	N.A.	N.A.	N.A.	15	0.0899
A9	N.A.	L-Methionine	N.A.	N.A.	N.A.	15	0.0882
B1	N.A.	L-Tryptophan	N.A.	N.A.	N.A.	15	0.0963
B2	plant_miRNA	L-Isoleucine	mix_5	1	10	15	0.1798
B3	plant_miRNA	L-Tryptophan	mix_5	1	10	15	0.1164
B4	scrambled_miRNA	Glycine	mix_5	2	10	15	0.3891
B5	plant_miRNA	L-Lysine	mix_5	2	10	15	0.1487
B6	scrambled_miRNA	L-Methionine	mix_5	3	10	15	0.1378
B7	plant_miRNA	Glycine	mix_5	3	10	15	0.3858
B8	scrambled_miRNA	L-Tryptophan	mix_5	4	10	15	0.1178
B9	plant_miRNA	L-Proline	mix_5	4	10	15	0.2923
B10	scrambled_miRNA	L-Lysine	mix_5	5	10	15	0.1498
B11	scrambled_miRNA	L-Isoleucine	mix_5	5	10	15	0.1937
B12	N.A.	L-Isoleucine	N.A.	N.A.	N.A.	15	0.0869
C1	N.A.	L-Isoleucine	N.A.	N.A.	N.A.	15	0.0912
C2	scrambled_miRNA	L-Isoleucine	mix_5	1	10	15	0.2075
C3	scrambled_miRNA	L-Tryptophan	mix_5	1	10	15	0.1205
C4	plant_miRNA	Glycine	mix_5	2	10	15	0.3976
C5	scrambled_miRNA	L-Lysine	mix_5	2	10	15	0.1474
C6	plant_miRNA	L-Methionine	mix_5	3	10	15	0.1502
C7	scrambled_miRNA	Glycine	mix_5	3	10	15	0.3967
C8	plant_miRNA	L-Tryptophan	mix_5	4	10	15	0.1165
C9	scrambled_miRNA	L-Proline	mix_5	4	10	15	0.3266
C10	plant_miRNA	L-Lysine	mix_5	5	10	15	0.1515
C11	plant_miRNA	L-Isoleucine	mix_5	5	10	15	0.1952
C12	N.A.	Glycine	N.A.	N.A.	N.A.	15	0.0873
D1	N.A.	L-Methionine	N.A.	N.A.	N.A.	15	0.084
D2	plant_miRNA	L-Methionine	mix_5	1	10	15	0.1342
D3	plant_miRNA	Glycine	mix_5	1	10	15	0.3689
D4	plant_miRNA	L-Proline	mix_5	2	10	15	0.2833
D5	scrambled_miRNA	L-Methionine	mix_5	2	10	15	0.1507
D6	scrambled_miRNA	L-Isoleucine	mix_5	3	10	15	0.1985
D7	plant_miRNA	L-Tryptophan	mix_5	3	10	15	0.1319
D8	scrambled_miRNA	L-Lysine	mix_5	4	10	15	0.1478
D9	plant_miRNA	L-Isoleucine	mix_5	4	10	15	0.2008
D10	scrambled_miRNA	Glycine	mix_5	5	10	15	0.406
D11	scrambled_miRNA	L-Proline	mix_5	5	10	15	0.3229
D12	N.A.	L-Tryptophan	N.A.	N.A.	N.A.	15	0.0897
E1	N.A.	L-Lysine	N.A.	N.A.	N.A.	15	0.0842
E2	scrambled_miRNA	L-Methionine	mix_5	1	10	15	0.1366
E3	scrambled_miRNA	Glycine	mix_5	1	10	15	0.3991
E4	scrambled_miRNA	L-Proline	mix_5	2	10	15	0.3182
E5	plant_miRNA	L-Methionine	mix_5	2	10	15	0.1453
E6	plant_miRNA	L-Isoleucine	mix_5	3	10	15	0.1893
E7	scrambled_miRNA	L-Tryptophan	mix_5	3	10	15	0.1211
E8	plant_miRNA	L-Lysine	mix_5	4	10	15	0.1503
E9	scrambled_miRNA	L-Isoleucine	mix_5	4	10	15	0.2
E10	plant_miRNA	Glycine	mix_5	5	10	15	0.3912
E11	plant_miRNA	L-Proline	mix_5	5	10	15	0.2954
E12	N.A.	L-Proline	N.A.	N.A.	N.A.	15	0.0905
F1	N.A.	L-Proline	N.A.	N.A.	N.A.	15	0.0815
F2	scrambled_miRNA	L-Proline	mix_5	1	10	15	0.2998
F3	plant_miRNA	L-Lysine	mix_5	1	10	15	0.15
F4	plant_miRNA	L-Isoleucine	mix_5	2	10	15	0.1958
F5	plant_miRNA	L-Tryptophan	mix_5	2	10	15	0.1277
F6	scrambled_miRNA	L-Lysine	mix_5	3	10	15	0.1558
F7	plant_miRNA	L-Proline	mix_5	3	10	15	0.3159
F8	scrambled_miRNA	Glycine	mix_5	4	10	15	0.4081
F9	plant_miRNA	L-Methionine	mix_5	4	10	15	0.1357
F10	scrambled_miRNA	L-Methionine	mix_5	5	10	15	0.1333
F11	scrambled_miRNA	L-Tryptophan	mix_5	5	10	15	0.1162
F12	N.A.	L-Methionine	N.A.	N.A.	N.A.	15	0.0884
G1	N.A.	Glycine	N.A.	N.A.	N.A.	15	0.0854
G2	plant_miRNA	L-Proline	mix_5	1	10	15	0.2837
G3	scrambled_miRNA	L-Lysine	mix_5	1	10	15	0.1501
G4	scrambled_miRNA	L-Isoleucine	mix_5	2	10	15	0.1949
G5	scrambled_miRNA	L-Tryptophan	mix_5	2	10	15	0.1216
G6	plant_miRNA	L-Lysine	mix_5	3	10	15	0.1523
G7	scrambled_miRNA	L-Proline	mix_5	3	10	15	0.3294
G8	plant_miRNA	Glycine	mix_5	4	10	15	0.3734
G9	scrambled_miRNA	L-Methionine	mix_5	4	10	15	0.1238
G10	plant_miRNA	L-Methionine	mix_5	5	10	15	0.1339
G11	plant_miRNA	L-Tryptophan	mix_5	5	10	15	0.1178
G12	N.A.	L-Lysine	N.A.	N.A.	N.A.	15	0.089
H4	N.A.	L-Methionine	N.A.	N.A.	N.A.	15	0.0886
H5	N.A.	L-Isoleucine	N.A.	N.A.	N.A.	15	0.0864
H6	N.A.	L-Tryptophan	N.A.	N.A.	N.A.	15	0.0922
H7	N.A.	Glycine	N.A.	N.A.	N.A.	15	0.0894
H9	N.A.	L-Lysine	N.A.	N.A.	N.A.	15	0.093
H11	N.A.	L-Proline	N.A.	N.A.	N.A.	15	0.0887
A4	N.A.	L-Lysine	N.A.	N.A.	N.A.	16	0.0799
A5	N.A.	L-Tryptophan	N.A.	N.A.	N.A.	16	0.0836
A6	N.A.	L-Proline	N.A.	N.A.	N.A.	16	0.0856
A7	N.A.	Glycine	N.A.	N.A.	N.A.	16	0.0869
A8	N.A.	L-Isoleucine	N.A.	N.A.	N.A.	16	0.09
A9	N.A.	L-Methionine	N.A.	N.A.	N.A.	16	0.0884
B1	N.A.	L-Tryptophan	N.A.	N.A.	N.A.	16	0.0964
B2	plant_miRNA	L-Isoleucine	mix_5	1	10	16	0.1893
B3	plant_miRNA	L-Tryptophan	mix_5	1	10	16	0.1225
B4	scrambled_miRNA	Glycine	mix_5	2	10	16	0.4512
B5	plant_miRNA	L-Lysine	mix_5	2	10	16	0.1596
B6	scrambled_miRNA	L-Methionine	mix_5	3	10	16	0.1458
B7	plant_miRNA	Glycine	mix_5	3	10	16	0.4393
B8	scrambled_miRNA	L-Tryptophan	mix_5	4	10	16	0.1174
B9	plant_miRNA	L-Proline	mix_5	4	10	16	0.3408
B10	scrambled_miRNA	L-Lysine	mix_5	5	10	16	0.1616
B11	scrambled_miRNA	L-Isoleucine	mix_5	5	10	16	0.2062
B12	N.A.	L-Isoleucine	N.A.	N.A.	N.A.	16	0.0863
C1	N.A.	L-Isoleucine	N.A.	N.A.	N.A.	16	0.0918
C2	scrambled_miRNA	L-Isoleucine	mix_5	1	10	16	0.2119
C3	scrambled_miRNA	L-Tryptophan	mix_5	1	10	16	0.1196
C4	plant_miRNA	Glycine	mix_5	2	10	16	0.4504
C5	scrambled_miRNA	L-Lysine	mix_5	2	10	16	0.1596
C6	plant_miRNA	L-Methionine	mix_5	3	10	16	0.1605
C7	scrambled_miRNA	Glycine	mix_5	3	10	16	0.46
C8	plant_miRNA	L-Tryptophan	mix_5	4	10	16	0.1203
C9	scrambled_miRNA	L-Proline	mix_5	4	10	16	0.3901
C10	plant_miRNA	L-Lysine	mix_5	5	10	16	0.1667
C11	plant_miRNA	L-Isoleucine	mix_5	5	10	16	0.2071
C12	N.A.	Glycine	N.A.	N.A.	N.A.	16	0.0875
D1	N.A.	L-Methionine	N.A.	N.A.	N.A.	16	0.0841
D2	plant_miRNA	L-Methionine	mix_5	1	10	16	0.1499
D3	plant_miRNA	Glycine	mix_5	1	10	16	0.4197
D4	plant_miRNA	L-Proline	mix_5	2	10	16	0.3362
D5	scrambled_miRNA	L-Methionine	mix_5	2	10	16	0.1557
D6	scrambled_miRNA	L-Isoleucine	mix_5	3	10	16	0.2103
D7	plant_miRNA	L-Tryptophan	mix_5	3	10	16	0.1311
D8	scrambled_miRNA	L-Lysine	mix_5	4	10	16	0.1608
D9	plant_miRNA	L-Isoleucine	mix_5	4	10	16	0.2133
D10	scrambled_miRNA	Glycine	mix_5	5	10	16	0.4698
D11	scrambled_miRNA	L-Proline	mix_5	5	10	16	0.3874
D12	N.A.	L-Tryptophan	N.A.	N.A.	N.A.	16	0.09
E1	N.A.	L-Lysine	N.A.	N.A.	N.A.	16	0.0836
E2	scrambled_miRNA	L-Methionine	mix_5	1	10	16	0.1427
E3	scrambled_miRNA	Glycine	mix_5	1	10	16	0.4567
E4	scrambled_miRNA	L-Proline	mix_5	2	10	16	0.3826
E5	plant_miRNA	L-Methionine	mix_5	2	10	16	0.1545
E6	plant_miRNA	L-Isoleucine	mix_5	3	10	16	0.1885
E7	scrambled_miRNA	L-Tryptophan	mix_5	3	10	16	0.1209
E8	plant_miRNA	L-Lysine	mix_5	4	10	16	0.1619
E9	scrambled_miRNA	L-Isoleucine	mix_5	4	10	16	0.2128
E10	plant_miRNA	Glycine	mix_5	5	10	16	0.444
E11	plant_miRNA	L-Proline	mix_5	5	10	16	0.3517
E12	N.A.	L-Proline	N.A.	N.A.	N.A.	16	0.0909
F1	N.A.	L-Proline	N.A.	N.A.	N.A.	16	0.0814
F2	scrambled_miRNA	L-Proline	mix_5	1	10	16	0.3479
F3	plant_miRNA	L-Lysine	mix_5	1	10	16	0.1615
F4	plant_miRNA	L-Isoleucine	mix_5	2	10	16	0.2066
F5	plant_miRNA	L-Tryptophan	mix_5	2	10	16	0.1239
F6	scrambled_miRNA	L-Lysine	mix_5	3	10	16	0.171
F7	plant_miRNA	L-Proline	mix_5	3	10	16	0.3815
F8	scrambled_miRNA	Glycine	mix_5	4	10	16	0.4636
F9	plant_miRNA	L-Methionine	mix_5	4	10	16	0.1462
F10	scrambled_miRNA	L-Methionine	mix_5	5	10	16	0.1383
F11	scrambled_miRNA	L-Tryptophan	mix_5	5	10	16	0.1187
F12	N.A.	L-Methionine	N.A.	N.A.	N.A.	16	0.0884
G1	N.A.	Glycine	N.A.	N.A.	N.A.	16	0.0854
G2	plant_miRNA	L-Proline	mix_5	1	10	16	0.325
G3	scrambled_miRNA	L-Lysine	mix_5	1	10	16	0.1608
G4	scrambled_miRNA	L-Isoleucine	mix_5	2	10	16	0.2055
G5	scrambled_miRNA	L-Tryptophan	mix_5	2	10	16	0.1195
G6	plant_miRNA	L-Lysine	mix_5	3	10	16	0.1658
G7	scrambled_miRNA	L-Proline	mix_5	3	10	16	0.4035
G8	plant_miRNA	Glycine	mix_5	4	10	16	0.4232
G9	scrambled_miRNA	L-Methionine	mix_5	4	10	16	0.1291
G10	plant_miRNA	L-Methionine	mix_5	5	10	16	0.1425
G11	plant_miRNA	L-Tryptophan	mix_5	5	10	16	0.119
G12	N.A.	L-Lysine	N.A.	N.A.	N.A.	16	0.0846
H4	N.A.	L-Methionine	N.A.	N.A.	N.A.	16	0.0886
H5	N.A.	L-Isoleucine	N.A.	N.A.	N.A.	16	0.0865
H6	N.A.	L-Tryptophan	N.A.	N.A.	N.A.	16	0.0917
H7	N.A.	Glycine	N.A.	N.A.	N.A.	16	0.0896
H9	N.A.	L-Lysine	N.A.	N.A.	N.A.	16	0.0944
H11	N.A.	L-Proline	N.A.	N.A.	N.A.	16	0.0889
A4	N.A.	L-Lysine	N.A.	N.A.	N.A.	17	0.08
A5	N.A.	L-Tryptophan	N.A.	N.A.	N.A.	17	0.0837
A6	N.A.	L-Proline	N.A.	N.A.	N.A.	17	0.0857
A7	N.A.	Glycine	N.A.	N.A.	N.A.	17	0.087
A8	N.A.	L-Isoleucine	N.A.	N.A.	N.A.	17	0.0901
A9	N.A.	L-Methionine	N.A.	N.A.	N.A.	17	0.0884
B1	N.A.	L-Tryptophan	N.A.	N.A.	N.A.	17	0.0963
B2	plant_miRNA	L-Isoleucine	mix_5	1	10	17	0.1992
B3	plant_miRNA	L-Tryptophan	mix_5	1	10	17	0.1226
B4	scrambled_miRNA	Glycine	mix_5	2	10	17	0.5185
