Well_ID;Treatment;N_Source;Pair;Dose (uM);Time;OD520
A1;plant_miRNA;L-Proline;1;2;0;2.071700096
A2;scrambled_miRNA;L-Proline;1;2;0;1.950000048
A3;control;L-Proline;1;2;0;2.206700087
A4;plant_miRNA;L-Proline;2;2;0;2.088700056
A5;scrambled_miRNA;L-Proline;2;2;0;2.043600082
A6;control;L-Proline;2;2;0;2.180999994
A7;plant_miRNA;L-Proline;3;2;0;1.894600034
A8;scrambled_miRNA;L-Proline;3;2;0;1.983199954
B1;control;L-Proline;3;2;0;2.188499928
B2;plant_miRNA;L-Proline;4;2;0;1.764000058
B3;scrambled_miRNA;L-Proline;4;2;0;1.730900049
B4;control;L-Proline;4;2;0;1.952900052
B5;plant_miRNA;L-Proline;5;2;0;1.84739995
B6;scrambled_miRNA;L-Proline;5;2;0;1.738499999
B7;control;L-Proline;5;2;0;1.780500054
C1;plant_miRNA;L-Proline;1;2;12;1.729099989
C2;scrambled_miRNA;L-Proline;1;2;12;1.816300035
C3;control;L-Proline;1;2;12;1.968299985
C4;plant_miRNA;L-Proline;2;2;12;1.893900037
C5;scrambled_miRNA;L-Proline;2;2;12;1.822700024
C6;control;L-Proline;2;2;12;1.989400029
C7;plant_miRNA;L-Proline;3;2;12;1.929299951
C8;scrambled_miRNA;L-Proline;3;2;12;1.93690002
D1;control;L-Proline;3;2;12;1.861099958
D2;plant_miRNA;L-Proline;4;2;12;1.436499953
D3;scrambled_miRNA;L-Proline;4;2;12;1.442199945
D4;control;L-Proline;4;2;12;2.076400042
D5;plant_miRNA;L-Proline;5;2;12;1.904500008
D6;scrambled_miRNA;L-Proline;5;2;12;1.705299973
D7;control;L-Proline;5;2;12;2.270900011
E1;std;L-Proline;N.A.;0;2;0.057300001
E2;std;L-Proline;N.A.;62.5;2;0.108900003
E3;std;L-Proline;N.A.;125;2;0.173600003
E4;std;L-Proline;N.A.;250;2;0.3222
E5;std;L-Proline;N.A.;500;2;0.709500015
E6;std;L-Proline;N.A.;1000;2;1.296700001
E7;std;L-Proline;N.A.;2000;2;2.118700027
E8;std;L-Proline;N.A.;4000;2;2.896600008
G1;plant_miRNA;L-Proline;1;2;18;0.743499994
G2;scrambled_miRNA;L-Proline;1;2;18;0.501399994
G3;control;L-Proline;1;2;18;1.312299967
G4;plant_miRNA;L-Proline;2;2;18;0.624800026
G5;scrambled_miRNA;L-Proline;2;2;18;0.573800027
G6;control;L-Proline;2;2;18;1.430899978
G7;plant_miRNA;L-Proline;3;2;18;0.738900006
G8;scrambled_miRNA;L-Proline;3;2;18;0.748300016
H1;control;L-Proline;3;2;18;2.410399914
H2;plant_miRNA;L-Proline;4;2;18;1.065999985
H3;scrambled_miRNA;L-Proline;4;2;18;1.135900021
H4;control;L-Proline;4;2;18;2.415199995
H5;plant_miRNA;L-Proline;5;2;18;1.319200039
H6;scrambled_miRNA;L-Proline;5;2;18;1.16960001
H7;control;L-Proline;5;2;18;2.596600056
A10;scrambled_miRNA;L-Proline;3;2;24;0.068499997
B10;plant_miRNA;L-Proline;3;2;24;0.0526
C10;control;L-Proline;2;2;24;1.617699981
D10;scrambled_miRNA;L-Proline;2;2;24;0.0471
E10;plant_miRNA;L-Proline;2;2;24;0.059500001
F10;control;L-Proline;1;2;24;1.443600059
G10;scrambled_miRNA;L-Proline;1;2;24;0.051399998
H10;plant_miRNA;L-Proline;1;2;24;0.047800001
A11;control;L-Proline;5;2;24;2.890300035
B11;scrambled_miRNA;L-Proline;5;2;24;0.053800002
C11;plant_miRNA;L-Proline;5;2;24;0.050299998
D11;control;L-Proline;4;2;24;2.458699942
E11;scrambled_miRNA;L-Proline;4;2;24;0.060800001
F11;plant_miRNA;L-Proline;4;2;24;0.0537
G11;control;L-Proline;3;2;24;2.101700068
