Well_ID	Plate	Pair	miRNA	Treatment	N_Source	Time	OD540
B6	1	D	ath-miR5642b	Scramble	Mix_AA	0	0.246000007
B7	1	D	Ctl-2	NA	Mix_AA	0	0.237299994
C1	1	D	ath-miR158b	Plant	Mix_AA	3	0.245900005
C2	1	D	ath-miR158b	Scramble	Mix_AA	3	0.252200007
C3	1	D	ath-miR158a3p	Plant	Mix_AA	3	0.223900005
C4	1	D	ath-miR158a3p	Scramble	Mix_AA	3	0.218899995
C5	1	D	ath-miR159	Plant	Mix_AA	3	0.234699994
C6	1	D	ath-miR159	Scramble	Mix_AA	3	0.248300001
C7	1	D	Ctl-1	NA	Mix_AA	3	0.231999993
D1	1	D	Mix5	Plant	Mix_AA	3	0.207300007
D2	1	D	Mix5	Scramble	Mix_AA	3	0.201299995
D3	1	D	ath-miR827	Plant	Mix_AA	3	0.208399996
D4	1	D	ath-miR827	Scramble	Mix_AA	3	0.212200001
D5	1	D	ath-miR5642b	Plant	Mix_AA	3	0.217899993
D6	1	D	ath-miR5642b	Scramble	Mix_AA	3	0.218500003
D7	1	D	Ctl-2	NA	Mix_AA	3	0.218799993
E1	1	D	ath-miR158b	Plant	Mix_AA	6	0.1928
E2	1	D	ath-miR158b	Scramble	Mix_AA	6	0.193800002
E3	1	D	ath-miR158a3p	Plant	Mix_AA	6	0.204400003
E4	1	D	ath-miR158a3p	Scramble	Mix_AA	6	0.206100002
E5	1	D	ath-miR159	Plant	Mix_AA	6	0.201000005
E6	1	D	ath-miR159	Scramble	Mix_AA	6	0.207599998
E7	1	D	Ctl-1	NA	Mix_AA	6	0.246399999
F1	1	D	Mix5	Plant	Mix_AA	6	0.180899993
F2	1	D	Mix5	Scramble	Mix_AA	6	0.184400007
F3	1	D	ath-miR827	Plant	Mix_AA	6	0.186900005
F4	1	D	ath-miR827	Scramble	Mix_AA	6	0.194299996
F5	1	D	ath-miR5642b	Plant	Mix_AA	6	0.190200001
F6	1	D	ath-miR5642b	Scramble	Mix_AA	6	0.189300001
F7	1	D	Ctl-2	NA	Mix_AA	6	0.205899999
G1	1	D	ath-miR158b	Plant	Mix_AA	24	0.182799995
G2	1	D	ath-miR158b	Scramble	Mix_AA	24	0.174500003
G3	1	D	ath-miR158a3p	Plant	Mix_AA	24	0.172000006
G4	1	D	ath-miR158a3p	Scramble	Mix_AA	24	0.170000002
G5	1	D	ath-miR159	Plant	Mix_AA	24	0.167199999
G6	1	D	ath-miR159	Scramble	Mix_AA	24	0.164900005
G7	1	D	Ctl-1	NA	Mix_AA	24	0.250999987
H1	1	D	Mix5	Plant	Mix_AA	24	0.167099997
H2	1	D	Mix5	Scramble	Mix_AA	24	0.163599998
H3	1	D	ath-miR827	Plant	Mix_AA	24	0.167099997
H4	1	D	ath-miR827	Scramble	Mix_AA	24	0.159400001
H5	1	D	ath-miR5642b	Plant	Mix_AA	24	0.158399999
H6	1	D	ath-miR5642b	Scramble	Mix_AA	24	0.152999997
H7	1	D	Ctl-2	NA	Mix_AA	24	0.260899991
A8	1	D	NA	std	500	NA	0.379400015
B8	1	D	NA	std	250	NA	0.249200001
C8	1	D	NA	std	125	NA	0.180199996
D8	1	D	NA	std	62.5	NA	0.144099995
E8	1	D	NA	std	31.3	NA	0.1347
F8	1	D	NA	std	15.6	NA	0.1215
G8	1	D	NA	std	0	NA	0.118900001
A9	1	D	NA	std	0	NA	0.136399999
B9	1	D	NA	std	15.6	NA	0.145199999
C9	1	D	NA	std	31.3	NA	0.156399995
D9	1	D	NA	std	62.5	NA	0.171700001
E9	1	D	NA	std	125	NA	0.216199994
F9	1	D	NA	std	250	NA	0.283499986
G9	1	D	NA	std	500	NA	0.4014
A1	2	D	ath-miR158b	Plant	Mix_AA	0	0.319200009
A2	2	D	ath-miR158b	Scramble	Mix_AA	0	0.277099997
A3	2	D	ath-miR158a3p	Plant	Mix_AA	0	0.317499995
A4	2	D	ath-miR158a3p	Scramble	Mix_AA	0	0.316399992
A5	2	D	ath-miR159	Plant	Mix_AA	0	0.342700005
A6	2	D	ath-miR159	Scramble	Mix_AA	0	0.322299987
A7	2	D	Ctl-1	NA	Mix_AA	0	0.296600014
B1	2	D	Mix5	Plant	Mix_AA	0	0.245700002
B2	2	D	Mix5	Scramble	Mix_AA	0	0.232199997
B3	2	D	ath-miR827	Plant	Mix_AA	0	0.271600008
B4	2	D	ath-miR827	Scramble	Mix_AA	0	0.265500009
B5	2	D	ath-miR5642b	Plant	Mix_AA	0	0.280900002
B6	2	D	ath-miR5642b	Scramble	Mix_AA	0	0.318899989
B7	2	D	Ctl-2	NA	Mix_AA	0	0.30219999
C1	2	D	ath-miR158b	Plant	Mix_AA	3	0.309599996
C2	2	D	ath-miR158b	Scramble	Mix_AA	3	0.316700011
C3	2	D	ath-miR158a3p	Plant	Mix_AA	3	0.285400003
C4	2	D	ath-miR158a3p	Scramble	Mix_AA	3	0.266400009
C5	2	D	ath-miR159	Plant	Mix_AA	3	0.287099987
C6	2	D	ath-miR159	Scramble	Mix_AA	3	0.320600003
C7	2	D	Ctl-1	NA	Mix_AA	3	0.296400011
D1	2	D	Mix5	Plant	Mix_AA	3	0.256500006
D2	2	D	Mix5	Scramble	Mix_AA	3	0.248799995
D3	2	D	ath-miR827	Plant	Mix_AA	3	0.247999996
D4	2	D	ath-miR827	Scramble	Mix_AA	3	0.254400015
D5	2	D	ath-miR5642b	Plant	Mix_AA	3	0.274599999
D6	2	D	ath-miR5642b	Scramble	Mix_AA	3	0.238600001
D7	2	D	Ctl-2	NA	Mix_AA	3	0.279199988
E1	2	D	ath-miR158b	Plant	Mix_AA	6	0.212200001
E2	2	D	ath-miR158b	Scramble	Mix_AA	6	0.240400001
E3	2	D	ath-miR158a3p	Plant	Mix_AA	6	0.263000011
E4	2	D	ath-miR158a3p	Scramble	Mix_AA	6	0.261700004
E5	2	D	ath-miR159	Plant	Mix_AA	6	0.266900003
E6	2	D	ath-miR159	Scramble	Mix_AA	6	0.263300002
E7	2	D	Ctl-1	NA	Mix_AA	6	0.305400014
F1	2	D	Mix5	Plant	Mix_AA	6	0.209600002
F2	2	D	Mix5	Scramble	Mix_AA	6	0.219699994
F3	2	D	ath-miR827	Plant	Mix_AA	6	0.229800001
F4	2	D	ath-miR827	Scramble	Mix_AA	6	0.230800003
F5	2	D	ath-miR5642b	Plant	Mix_AA	6	0.220500007
F6	2	D	ath-miR5642b	Scramble	Mix_AA	6	0.214900002
F7	2	D	Ctl-2	NA	Mix_AA	6	0.260899991
G1	2	D	ath-miR158b	Plant	Mix_AA	24	0.195899993
G2	2	D	ath-miR158b	Scramble	Mix_AA	24	0.202800006
G3	2	D	ath-miR158a3p	Plant	Mix_AA	24	0.185499996
G4	2	D	ath-miR158a3p	Scramble	Mix_AA	24	0.204899997
G5	2	D	ath-miR159	Plant	Mix_AA	24	0.205500007
G6	2	D	ath-miR159	Scramble	Mix_AA	24	0.196600005
G7	2	D	Ctl-1	NA	Mix_AA	24	0.298700005
H1	2	D	Mix5	Plant	Mix_AA	24	0.211500004
H2	2	D	Mix5	Scramble	Mix_AA	24	0.199100003
H3	2	D	ath-miR827	Plant	Mix_AA	24	0.206900001
H4	2	D	ath-miR827	Scramble	Mix_AA	24	0.189099997
H5	2	D	ath-miR5642b	Plant	Mix_AA	24	0.174500003
H6	2	D	ath-miR5642b	Scramble	Mix_AA	24	0.169599995
H7	2	D	Ctl-2	NA	Mix_AA	24	0.324400008
A8	2	D	NA	std	500	NA	0.50940001
B8	2	D	NA	std	250	NA	0.324800014
C8	2	D	NA	std	125	NA	0.220699996
D8	2	D	NA	std	62.5	NA	0.167199999
E8	2	D	NA	std	31.3	NA	0.149399996
F8	2	D	NA	std	15.6	NA	0.125200003
G8	2	D	NA	std	0	NA	0.120399997
A9	2	D	NA	std	0	NA	0.139599994
B9	2	D	NA	std	15.6	NA	0.133200005
C9	2	D	NA	std	31.3	NA	0.150099993
D9	2	D	NA	std	62.5	NA	0.194299996
E9	2	D	NA	std	125	NA	0.262800008
F9	2	D	NA	std	250	NA	0.340299994
G9	2	D	NA	std	500	NA	0.465999991
A1	1	E	ath-miR158b	Plant	Mix_AA	0	0.240899995
A2	1	E	ath-miR158b	Scramble	Mix_AA	0	0.241500005
A3	1	E	ath-miR158a3p	Plant	Mix_AA	0	0.244599998
A4	1	E	ath-miR158a3p	Scramble	Mix_AA	0	0.234400004
A5	1	E	ath-miR159	Plant	Mix_AA	0	0.254700005
A6	1	E	ath-miR159	Scramble	Mix_AA	0	0.255800009
A7	1	E	Ctl-1	NA	Mix_AA	0	0.265199989
B1	1	E	Mix5	Plant	Mix_AA	0	0.252000004
B2	1	E	Mix5	Scramble	Mix_AA	0	0.241099998
B3	1	E	ath-miR827	Plant	Mix_AA	0	0.250699997
B4	1	E	ath-miR827	Scramble	Mix_AA	0	0.254500002
B5	1	E	ath-miR5642b	Plant	Mix_AA	0	0.245700002
B6	1	E	ath-miR5642b	Scramble	Mix_AA	0	0.26730001
B7	1	E	Ctl-2	NA	Mix_AA	0	0.257800013
C1	1	E	ath-miR158b	Plant	Mix_AA	3	0.221100003
C2	1	E	ath-miR158b	Scramble	Mix_AA	3	0.220799997
C3	1	E	ath-miR158a3p	Plant	Mix_AA	3	0.226899996
C4	1	E	ath-miR158a3p	Scramble	Mix_AA	3	0.227899998
C5	1	E	ath-miR159	Plant	Mix_AA	3	0.223399997
C6	1	E	ath-miR159	Scramble	Mix_AA	3	0.223800004
C7	1	E	Ctl-1	NA	Mix_AA	3	0.237800002
D1	1	E	Mix5	Plant	Mix_AA	3	0.225999996
D2	1	E	Mix5	Scramble	Mix_AA	3	0.225500003
D3	1	E	ath-miR827	Plant	Mix_AA	3	0.228
D4	1	E	ath-miR827	Scramble	Mix_AA	3	0.225299999
D5	1	E	ath-miR5642b	Plant	Mix_AA	3	0.225199997
D6	1	E	ath-miR5642b	Scramble	Mix_AA	3	0.228400007
D7	1	E	Ctl-2	NA	Mix_AA	3	0.244599998
E1	1	E	ath-miR158b	Plant	Mix_AA	6	0.218899995
E2	1	E	ath-miR158b	Scramble	Mix_AA	6	0.222399995
E3	1	E	ath-miR158a3p	Plant	Mix_AA	6	0.211300001
E4	1	E	ath-miR158a3p	Scramble	Mix_AA	6	0.229800001
E5	1	E	ath-miR159	Plant	Mix_AA	6	0.232299998
E6	1	E	ath-miR159	Scramble	Mix_AA	6	0.226400003
E7	1	E	Ctl-1	NA	Mix_AA	6	0.260199994
F1	1	E	Mix5	Plant	Mix_AA	6	0.217700005
F2	1	E	Mix5	Scramble	Mix_AA	6	0.210199997
F3	1	E	ath-miR827	Plant	Mix_AA	6	0.220699996
F4	1	E	ath-miR827	Scramble	Mix_AA	6	0.216600001
F5	1	E	ath-miR5642b	Plant	Mix_AA	6	0.233999997
F6	1	E	ath-miR5642b	Scramble	Mix_AA	6	0.240199998
F7	1	E	Ctl-2	NA	Mix_AA	6	0.2588
G1	1	E	ath-miR158b	Plant	Mix_AA	24	0.189199999
G2	1	E	ath-miR158b	Scramble	Mix_AA	24	0.189199999
G3	1	E	ath-miR158a3p	Plant	Mix_AA	24	0.187000006
G4	1	E	ath-miR158a3p	Scramble	Mix_AA	24	0.1963
G5	1	E	ath-miR159	Plant	Mix_AA	24	0.192599997
G6	1	E	ath-miR159	Scramble	Mix_AA	24	0.194000006
G7	1	E	Ctl-1	NA	Mix_AA	24	0.264800012
H1	1	E	Mix5	Plant	Mix_AA	24	0.182999998
H2	1	E	Mix5	Scramble	Mix_AA	24	0.163900003
H3	1	E	ath-miR827	Plant	Mix_AA	24	0.176100001
H4	1	E	ath-miR827	Scramble	Mix_AA	24	0.180899993
H5	1	E	ath-miR5642b	Plant	Mix_AA	24	0.188800007
H6	1	E	ath-miR5642b	Scramble	Mix_AA	24	0.201199993
H7	1	E	Ctl-2	NA	Mix_AA	24	0.230800003
A8	1	E	NA	std	500	NA	0.405699998
B8	1	E	NA	std	250	NA	0.272700012
C8	1	E	NA	std	125	NA	0.200399995
D8	1	E	NA	std	62.5	NA	0.144600004
E8	1	E	NA	std	31.3	NA	0.130899996
F8	1	E	NA	std	15.6	NA	0.1219
G8	1	E	NA	std	0	NA	0.106600001
A9	1	E	NA	std	0	NA	0.163900003
B9	1	E	NA	std	15.6	NA	0.135499999
C9	1	E	NA	std	31.3	NA	0.153699994
D9	1	E	NA	std	62.5	NA	0.158700004
E9	1	E	NA	std	125	NA	0.218700007
F9	1	E	NA	std	250	NA	0.285600007
G9	1	E	NA	std	500	NA	0.387199998
A1	2	E	ath-miR158b	Plant	Mix_AA	0	0.254500002
A2	2	E	ath-miR158b	Scramble	Mix_AA	0	0.230399996
A3	2	E	ath-miR158a3p	Plant	Mix_AA	0	0.222100005
A4	2	E	ath-miR158a3p	Scramble	Mix_AA	0	0.218700007
A5	2	E	ath-miR159	Plant	Mix_AA	0	0.234999999
A6	2	E	ath-miR159	Scramble	Mix_AA	0	0.239800006
A7	2	E	Ctl-1	NA	Mix_AA	0	0.232800007
B1	2	E	Mix5	Plant	Mix_AA	0	0.250400007
B2	2	E	Mix5	Scramble	Mix_AA	0	0.233199999
B3	2	E	ath-miR827	Plant	Mix_AA	0	0.239099994
B4	2	E	ath-miR827	Scramble	Mix_AA	0	0.2579
B5	2	E	ath-miR5642b	Plant	Mix_AA	0	0.233799994
B6	2	E	ath-miR5642b	Scramble	Mix_AA	0	0.258399993
B7	2	E	Ctl-2	NA	Mix_AA	0	0.242300004
C1	2	E	ath-miR158b	Plant	Mix_AA	3	0.217899993
C2	2	E	ath-miR158b	Scramble	Mix_AA	3	0.214200005
C3	2	E	ath-miR158a3p	Plant	Mix_AA	3	0.218899995
C4	2	E	ath-miR158a3p	Scramble	Mix_AA	3	0.227200001
C5	2	E	ath-miR159	Plant	Mix_AA	3	0.213
C6	2	E	ath-miR159	Scramble	Mix_AA	3	0.214399993
C7	2	E	Ctl-1	NA	Mix_AA	3	0.230800003
D1	2	E	Mix5	Plant	Mix_AA	3	0.222499996
D2	2	E	Mix5	Scramble	Mix_AA	3	0.216499999
D3	2	E	ath-miR827	Plant	Mix_AA	3	0.2236
D4	2	E	ath-miR827	Scramble	Mix_AA	3	0.225999996
D5	2	E	ath-miR5642b	Plant	Mix_AA	3	0.225899994
D6	2	E	ath-miR5642b	Scramble	Mix_AA	3	0.220200002
D7	2	E	Ctl-2	NA	Mix_AA	3	0.235300004
E1	2	E	ath-miR158b	Plant	Mix_AA	6	0.213499993
E2	2	E	ath-miR158b	Scramble	Mix_AA	6	0.196099997
E3	2	E	ath-miR158a3p	Plant	Mix_AA	6	0.209600002
E4	2	E	ath-miR158a3p	Scramble	Mix_AA	6	0.220599994
E5	2	E	ath-miR159	Plant	Mix_AA	6	0.220799997
E6	2	E	ath-miR159	Scramble	Mix_AA	6	0.211099997
E7	2	E	Ctl-1	NA	Mix_AA	6	0.242899999
F1	2	E	Mix5	Plant	Mix_AA	6	0.207699999
F2	2	E	Mix5	Scramble	Mix_AA	6	0.199699998
F3	2	E	ath-miR827	Plant	Mix_AA	6	0.219999999
F4	2	E	ath-miR827	Scramble	Mix_AA	6	0.206
F5	2	E	ath-miR5642b	Plant	Mix_AA	6	0.222399995
F6	2	E	ath-miR5642b	Scramble	Mix_AA	6	0.226699993
F7	2	E	Ctl-2	NA	Mix_AA	6	0.2465
G1	2	E	ath-miR158b	Plant	Mix_AA	24	0.180000007
G2	2	E	ath-miR158b	Scramble	Mix_AA	24	0.182500005
G3	2	E	ath-miR158a3p	Plant	Mix_AA	24	0.183699995
G4	2	E	ath-miR158a3p	Scramble	Mix_AA	24	0.195700005
G5	2	E	ath-miR159	Plant	Mix_AA	24	0.195700005
G6	2	E	ath-miR159	Scramble	Mix_AA	24	0.191200003
G7	2	E	Ctl-1	NA	Mix_AA	24	0.263999999
H1	2	E	Mix5	Plant	Mix_AA	24	0.1655
H2	2	E	Mix5	Scramble	Mix_AA	24	0.167300001
H3	2	E	ath-miR827	Plant	Mix_AA	24	0.170000002
H4	2	E	ath-miR827	Scramble	Mix_AA	24	0.191100001
H5	2	E	ath-miR5642b	Plant	Mix_AA	24	0.189700007
H6	2	E	ath-miR5642b	Scramble	Mix_AA	24	0.192900002
H7	2	E	Ctl-2	NA	Mix_AA	24	0.247999996
A8	2	E	NA	std	500	NA	0.388900012
B8	2	E	NA	std	250	NA	0.2588
C8	2	E	NA	std	125	NA	0.194700003
D8	2	E	NA	std	62.5	NA	0.155699998
E8	2	E	NA	std	31.3	NA	0.140300006
F8	2	E	NA	std	15.6	NA	0.1241
G8	2	E	NA	std	0	NA	0.133100003
A9	2	E	NA	std	0	NA	0.159600005
B9	2	E	NA	std	15.6	NA	0.144099995
C9	2	E	NA	std	31.3	NA	0.168799996
D9	2	E	NA	std	62.5	NA	0.204300001
E9	2	E	NA	std	125	NA	0.240700006
F9	2	E	NA	std	250	NA	0.302300006
G9	2	E	NA	std	500	NA	0.417199999
