Well_ID,ASV,N_souce,miRNA,Replicate ,Dose(uM),Time,OD_600
E10,172,Mix_17aa,sc_mix,n2,10,11,0.807900012
F2,Control,Mix_17aa,Control,n2,Control,11,0.0836
F3,6,Mix_17aa,sc827,n2,2,11,1.372900009
F4,6,Mix_17aa,p827,n2,2,11,1.244500041
F5,6,Mix_17aa,p5642b,n2,2,11,1.334599972
F6,6,Mix_17aa,sc5642b,n2,2,11,1.337599993
F7,172,Mix_17aa,p159,n2,2,11,0.756600022
F8,172,Mix_17aa,sc159,n2,2,11,0.751299977
F9,172,Mix_17aa,p158b,n2,2,11,0.737100005
F10,172,Mix_17aa,sc158b,n2,2,11,0.755599976
F11,Control,Mix_17aa,Control,n2,Control,11,0.085199997
G2,Control,Mix_17aa,Control,n2,Control,11,0.073600002
G3,6,Mix_17aa,sc159,n2,2,11,1.295099974
G4,6,Mix_17aa,p159,n2,2,11,1.216899991
G5,6,Mix_17aa,sc158b,n2,2,11,1.265799999
G6,6,Mix_17aa,p158b,n2,2,11,1.230900049
G7,172,Mix_17aa,p158a,n2,2,11,0.747300029
G8,172,Mix_17aa,sc158a,n2,2,11,0.743600011
G9,172,Mix_17aa,sc5642b,n2,2,11,0.73299998
G10,172,Mix_17aa,p5642b,n2,2,11,0.75940001
G11,Control,Mix_17aa,Control,n2,Control,11,0.082400002
E3,6,Mix_17aa,p_mix,n2,10,12,1.526900053
E4,6,Mix_17aa,sc_mix,n2,10,12,1.299900055
E5,6,Mix_17aa,p158a,n2,2,12,1.609599948
E6,6,Mix_17aa,sc158a,n2,2,12,1.62409997
E7,172,Mix_17aa,sc827,n2,2,12,0.841700017
E8,172,Mix_17aa,p827,n2,2,12,0.810100019
E9,172,Mix_17aa,p_mix,n2,10,12,0.834200025
E10,172,Mix_17aa,sc_mix,n2,10,12,0.86500001
F2,Control,Mix_17aa,Control,n2,Control,12,0.083499998
F3,6,Mix_17aa,sc827,n2,2,12,1.498200059
F4,6,Mix_17aa,p827,n2,2,12,1.384899974
F5,6,Mix_17aa,p5642b,n2,2,12,1.469200015
F6,6,Mix_17aa,sc5642b,n2,2,12,1.459300041
F7,172,Mix_17aa,p159,n2,2,12,0.791999996
F8,172,Mix_17aa,sc159,n2,2,12,0.81309998
F9,172,Mix_17aa,p158b,n2,2,12,0.760800004
F10,172,Mix_17aa,sc158b,n2,2,12,0.813899994
F11,Control,Mix_17aa,Control,n2,Control,12,0.085000001
G2,Control,Mix_17aa,Control,n2,Control,12,0.073700003
G3,6,Mix_17aa,sc159,n2,2,12,1.417299986
G4,6,Mix_17aa,p159,n2,2,12,1.350600004
G5,6,Mix_17aa,sc158b,n2,2,12,1.400300026
G6,6,Mix_17aa,p158b,n2,2,12,1.355000019
G7,172,Mix_17aa,p158a,n2,2,12,0.758599997
G8,172,Mix_17aa,sc158a,n2,2,12,0.771300018
G9,172,Mix_17aa,sc5642b,n2,2,12,0.792900026
G10,172,Mix_17aa,p5642b,n2,2,12,0.789799988
G11,Control,Mix_17aa,Control,n2,Control,12,0.082400002
E3,6,Mix_17aa,p_mix,n2,10,13,1.601099968
E4,6,Mix_17aa,sc_mix,n2,10,13,1.432800055
E5,6,Mix_17aa,p158a,n2,2,13,1.711799979
E6,6,Mix_17aa,sc158a,n2,2,13,1.736099958
E7,172,Mix_17aa,sc827,n2,2,13,0.881299973
E8,172,Mix_17aa,p827,n2,2,13,0.857599974
E9,172,Mix_17aa,p_mix,n2,10,13,0.927399993
E10,172,Mix_17aa,sc_mix,n2,10,13,0.913900018
F2,Control,Mix_17aa,Control,n2,Control,13,0.084100001
F3,6,Mix_17aa,sc827,n2,2,13,1.603800058
F4,6,Mix_17aa,p827,n2,2,13,1.510100007
F5,6,Mix_17aa,p5642b,n2,2,13,1.587200046
F6,6,Mix_17aa,sc5642b,n2,2,13,1.571699977
F7,172,Mix_17aa,p159,n2,2,13,0.881299973
F8,172,Mix_17aa,sc159,n2,2,13,0.83890003
F9,172,Mix_17aa,p158b,n2,2,13,0.809800029
F10,172,Mix_17aa,sc158b,n2,2,13,0.869499981
F11,Control,Mix_17aa,Control,n2,Control,13,0.084700003
G2,Control,Mix_17aa,Control,n2,Control,13,0.075199999
G3,6,Mix_17aa,sc159,n2,2,13,1.528599977
G4,6,Mix_17aa,p159,n2,2,13,1.473399997
G5,6,Mix_17aa,sc158b,n2,2,13,1.523100019
G6,6,Mix_17aa,p158b,n2,2,13,1.476799965
G7,172,Mix_17aa,p158a,n2,2,13,0.822300017
G8,172,Mix_17aa,sc158a,n2,2,13,0.824699998
G9,172,Mix_17aa,sc5642b,n2,2,13,0.836499989
G10,172,Mix_17aa,p5642b,n2,2,13,0.852199972
G11,Control,Mix_17aa,Control,n2,Control,13,0.0823
E3,6,Mix_17aa,p_mix,n2,10,14,1.641700029
E4,6,Mix_17aa,sc_mix,n2,10,14,1.548799992
E5,6,Mix_17aa,p158a,n2,2,14,1.776600003
E6,6,Mix_17aa,sc158a,n2,2,14,1.804999948
E7,172,Mix_17aa,sc827,n2,2,14,0.957599998
E8,172,Mix_17aa,p827,n2,2,14,0.944999993
E9,172,Mix_17aa,p_mix,n2,10,14,0.995700002
E10,172,Mix_17aa,sc_mix,n2,10,14,0.945100009
F2,Control,Mix_17aa,Control,n2,Control,14,0.083899997
F3,6,Mix_17aa,sc827,n2,2,14,1.67110002
F4,6,Mix_17aa,p827,n2,2,14,1.621000051
