Well_ID,ASV,N_souce,miRNA,Replicate ,Dose(uM),Time,OD_600
C6,6,Phenyalanine,sc_mix,n4,10,3,0.260500014
C7,6,Mix_17aa,sc5642b,n4,2,3,0.461299986
C8,6,Mix_17aa,p5642b,n4,2,3,0.457300007
C9,6,Mix_17aa,p158b,n4,2,3,0.460299999
C10,6,Mix_17aa,sc158b,n4,2,3,0.459300011
C11,Control,Mix_17aa,Control,n4,Control,3,0.092
D2,Control,Phenyalanine,Control,n4,Control,3,0.074500002
D3,6,Phenyalanine,p5642b,n4,2,3,0.242200002
D4,6,Phenyalanine,sc5642b,n4,2,3,0.240600005
D5,6,Phenyalanine,p158b,n4,2,3,0.254500002
D6,6,Phenyalanine,sc158b,n4,2,3,0.245199993
D7,6,Mix_17aa,p159,n4,2,3,0.474799991
D8,6,Mix_17aa,sc159,n4,2,3,0.463400006
D9,6,Mix_17aa,sc827,n4,2,3,0.449699998
D10,6,Mix_17aa,p827,n4,2,3,0.472000003
E2,Control,Mix_17aa,Control,n5,Control,3,0.079400003
E3,172,Mix_17aa,sc158b,n5,2,3,0.259600013
E4,172,Mix_17aa,p158b,n5,2,3,0.260899991
E5,172,Mix_17aa,sc827,n5,2,3,0.274399996
E6,172,Mix_17aa,p827,n5,2,3,0.260500014
F2,Control,Mix_17aa,Control,n5,Control,3,0.071800001
F3,172,Mix_17aa,sc_mix,n5,10,3,0.25850001
F4,172,Mix_17aa,p_mix,n5,10,3,0.267699987
F5,172,Mix_17aa,p5642b,n5,2,3,0.256000012
F6,172,Mix_17aa,sc5642b,n5,2,3,0.243900001
G3,172,Mix_17aa,p158a,n5,2,3,0.227500007
G4,172,Mix_17aa,sc158a,n5,2,3,0.225500003
G5,172,Mix_17aa,sc159,n5,2,3,0.224800006
G6,172,Mix_17aa,p159,n5,2,3,0.221900001
B2,Control,Phenyalanine,Control,n4,Control,4,0.072099999
B3,6,Phenyalanine,sc827,n4,2,4,0.243200004
B4,6,Phenyalanine,p827,n4,2,4,0.262899995
B5,6,Phenyalanine,p159,n4,2,4,0.260100007
B6,6,Phenyalanine,sc159,n4,2,4,0.247099996
B7,6,Mix_17aa,sc158a,n4,2,4,0.535399973
B8,6,Mix_17aa,p158a,n4,2,4,0.544799984
B9,6,Mix_17aa,sc_mix,n4,10,4,0.547900021
B10,6,Mix_17aa,p_mix,n4,10,4,0.543500006
B11,Control,Mix_17aa,Control,n4,Control,4,0.0792
C3,6,Phenyalanine,sc158a,n4,2,4,0.241300002
C4,6,Phenyalanine,p158a,n4,2,4,0.251199991
C5,6,Phenyalanine,p_mix,n4,10,4,0.262300014
C6,6,Phenyalanine,sc_mix,n4,10,4,0.261500001
C7,6,Mix_17aa,sc5642b,n4,2,4,0.520399988
C8,6,Mix_17aa,p5642b,n4,2,4,0.528299987
C9,6,Mix_17aa,p158b,n4,2,4,0.50849998
C10,6,Mix_17aa,sc158b,n4,2,4,0.524100006
C11,Control,Mix_17aa,Control,n4,Control,4,0.081600003
D2,Control,Phenyalanine,Control,n4,Control,4,0.074699998
D3,6,Phenyalanine,p5642b,n4,2,4,0.243200004
D4,6,Phenyalanine,sc5642b,n4,2,4,0.241500005
D5,6,Phenyalanine,p158b,n4,2,4,0.254599988
D6,6,Phenyalanine,sc158b,n4,2,4,0.243900001
D7,6,Mix_17aa,p159,n4,2,4,0.555299997
D8,6,Mix_17aa,sc159,n4,2,4,0.544799984
D9,6,Mix_17aa,sc827,n4,2,4,0.513599992
D10,6,Mix_17aa,p827,n4,2,4,0.527899981
E2,Control,Mix_17aa,Control,n5,Control,4,0.082400002
E3,172,Mix_17aa,sc158b,n5,2,4,0.407599986
E4,172,Mix_17aa,p158b,n5,2,4,0.463800013
E5,172,Mix_17aa,sc827,n5,2,4,0.409999996
E6,172,Mix_17aa,p827,n5,2,4,0.407900006
F2,Control,Mix_17aa,Control,n5,Control,4,0.0722
F3,172,Mix_17aa,sc_mix,n5,10,4,0.406899989
F4,172,Mix_17aa,p_mix,n5,10,4,0.407700002
F5,172,Mix_17aa,p5642b,n5,2,4,0.446099997
F6,172,Mix_17aa,sc5642b,n5,2,4,0.396400005
G3,172,Mix_17aa,p158a,n5,2,4,0.377600014
G4,172,Mix_17aa,sc158a,n5,2,4,0.373100013
G5,172,Mix_17aa,sc159,n5,2,4,0.350699991
G6,172,Mix_17aa,p159,n5,2,4,0.371499985
B2,Control,Phenyalanine,Control,n4,Control,5,0.073600002
B3,6,Phenyalanine,sc827,n4,2,5,0.251800001
B4,6,Phenyalanine,p827,n4,2,5,0.2588
B5,6,Phenyalanine,p159,n4,2,5,0.263200015
B6,6,Phenyalanine,sc159,n4,2,5,0.241899997
B7,6,Mix_17aa,sc158a,n4,2,5,0.644699991
B8,6,Mix_17aa,p158a,n4,2,5,0.6699
B9,6,Mix_17aa,sc_mix,n4,10,5,0.661300004
B10,6,Mix_17aa,p_mix,n4,10,5,0.673200011
B11,Control,Mix_17aa,Control,n4,Control,5,0.069399998
C3,6,Phenyalanine,sc158a,n4,2,5,0.241999999
C4,6,Phenyalanine,p158a,n4,2,5,0.252099991
C5,6,Phenyalanine,p_mix,n4,10,5,0.268900007
C6,6,Phenyalanine,sc_mix,n4,10,5,0.266900003
C7,6,Mix_17aa,sc5642b,n4,2,5,0.614099979
C8,6,Mix_17aa,p5642b,n4,2,5,0.632000029
C9,6,Mix_17aa,p158b,n4,2,5,0.589399993
C10,6,Mix_17aa,sc158b,n4,2,5,0.652999997
C11,Control,Mix_17aa,Control,n4,Control,5,0.087399997
D2,Control,Phenyalanine,Control,n4,Control,5,0.073399998
D3,6,Phenyalanine,p5642b,n4,2,5,0.244299993
D4,6,Phenyalanine,sc5642b,n4,2,5,0.244900003
D5,6,Phenyalanine,p158b,n4,2,5,0.255499989
D6,6,Phenyalanine,sc158b,n4,2,5,0.243100002
D7,6,Mix_17aa,p159,n4,2,5,0.686399996
D8,6,Mix_17aa,sc159,n4,2,5,0.678200006
D9,6,Mix_17aa,sc827,n4,2,5,0.641900003
D10,6,Mix_17aa,p827,n4,2,5,0.639999986
E2,Control,Mix_17aa,Control,n5,Control,5,0.081
E3,172,Mix_17aa,sc158b,n5,2,5,0.600499988
E4,172,Mix_17aa,p158b,n5,2,5,0.566600025
E5,172,Mix_17aa,sc827,n5,2,5,0.59740001
E6,172,Mix_17aa,p827,n5,2,5,0.575399995
F2,Control,Mix_17aa,Control,n5,Control,5,0.0735
F3,172,Mix_17aa,sc_mix,n5,10,5,0.547500014
F4,172,Mix_17aa,p_mix,n5,10,5,0.567700028
F5,172,Mix_17aa,p5642b,n5,2,5,0.584299982
F6,172,Mix_17aa,sc5642b,n5,2,5,0.584999979
G3,172,Mix_17aa,p158a,n5,2,5,0.53549999
G4,172,Mix_17aa,sc158a,n5,2,5,0.547599971
G5,172,Mix_17aa,sc159,n5,2,5,0.514400005
G6,172,Mix_17aa,p159,n5,2,5,0.506799996
B2,Control,Phenyalanine,Control,n4,Control,6,0.077100001
B3,6,Phenyalanine,sc827,n4,2,6,0.252799988
B4,6,Phenyalanine,p827,n4,2,6,0.262699991
B5,6,Phenyalanine,p159,n4,2,6,0.262499988
B6,6,Phenyalanine,sc159,n4,2,6,0.254099995
B7,6,Mix_17aa,sc158a,n4,2,6,0.793099999
B8,6,Mix_17aa,p158a,n4,2,6,0.82099998
B9,6,Mix_17aa,sc_mix,n4,10,6,0.820599973
B10,6,Mix_17aa,p_mix,n4,10,6,0.842599988
B11,Control,Mix_17aa,Control,n4,Control,6,0.081500001
C3,6,Phenyalanine,sc158a,n4,2,6,0.248699993
C4,6,Phenyalanine,p158a,n4,2,6,0.257200003
C5,6,Phenyalanine,p_mix,n4,10,6,0.269300014
C6,6,Phenyalanine,sc_mix,n4,10,6,0.266900003
C7,6,Mix_17aa,sc5642b,n4,2,6,0.770200014
C8,6,Mix_17aa,p5642b,n4,2,6,0.772400022
C9,6,Mix_17aa,p158b,n4,2,6,0.709599972
C10,6,Mix_17aa,sc158b,n4,2,6,0.827199996
C11,Control,Mix_17aa,Control,n4,Control,6,0.089000002
D2,Control,Phenyalanine,Control,n4,Control,6,0.0845
D3,6,Phenyalanine,p5642b,n4,2,6,0.251399994
D4,6,Phenyalanine,sc5642b,n4,2,6,0.249799997
D5,6,Phenyalanine,p158b,n4,2,6,0.262899995
D6,6,Phenyalanine,sc158b,n4,2,6,0.253300011
D7,6,Mix_17aa,p159,n4,2,6,0.845099986
D8,6,Mix_17aa,sc159,n4,2,6,0.847599983
D9,6,Mix_17aa,sc827,n4,2,6,0.792599976
D10,6,Mix_17aa,p827,n4,2,6,0.779500008
E2,Control,Mix_17aa,Control,n5,Control,6,0.088699996
E3,172,Mix_17aa,sc158b,n5,2,6,0.675199986
E4,172,Mix_17aa,p158b,n5,2,6,0.65109998
E5,172,Mix_17aa,sc827,n5,2,6,0.689100027
E6,172,Mix_17aa,p827,n5,2,6,0.671400011
F2,Control,Mix_17aa,Control,n5,Control,6,0.072800003
F3,172,Mix_17aa,sc_mix,n5,10,6,0.636500001
F4,172,Mix_17aa,p_mix,n5,10,6,0.660399973
F5,172,Mix_17aa,p5642b,n5,2,6,0.665000021
F6,172,Mix_17aa,sc5642b,n5,2,6,0.649100006
G3,172,Mix_17aa,p158a,n5,2,6,0.611800015
G4,172,Mix_17aa,sc158a,n5,2,6,0.605300009
G5,172,Mix_17aa,sc159,n5,2,6,0.600399971
G6,172,Mix_17aa,p159,n5,2,6,0.627200007
B2,Control,Phenyalanine,Control,n4,Control,7,0.078900002
B3,6,Phenyalanine,sc827,n4,2,7,0.253699988
B4,6,Phenyalanine,p827,n4,2,7,0.263000011
B5,6,Phenyalanine,p159,n4,2,7,0.262499988
B6,6,Phenyalanine,sc159,n4,2,7,0.255100012
B7,6,Mix_17aa,sc158a,n4,2,7,0.945100009
B8,6,Mix_17aa,p158a,n4,2,7,0.960799992
B9,6,Mix_17aa,sc_mix,n4,10,7,0.992600024
B10,6,Mix_17aa,p_mix,n4,10,7,1.003800035
B11,Control,Mix_17aa,Control,n4,Control,7,0.082000002
C3,6,Phenyalanine,sc158a,n4,2,7,0.247899994
C4,6,Phenyalanine,p158a,n4,2,7,0.256300002
C5,6,Phenyalanine,p_mix,n4,10,7,0.269400001
C6,6,Phenyalanine,sc_mix,n4,10,7,0.267500013
C7,6,Mix_17aa,sc5642b,n4,2,7,0.922599971
C8,6,Mix_17aa,p5642b,n4,2,7,0.935000002
C9,6,Mix_17aa,p158b,n4,2,7,0.839100003
C10,6,Mix_17aa,sc158b,n4,2,7,0.992999971
C11,Control,Mix_17aa,Control,n4,Control,7,0.090099998
D2,Control,Phenyalanine,Control,n4,Control,7,0.084700003
D3,6,Phenyalanine,p5642b,n4,2,7,0.251599997
D4,6,Phenyalanine,sc5642b,n4,2,7,0.2509
D5,6,Phenyalanine,p158b,n4,2,7,0.263599992
D6,6,Phenyalanine,sc158b,n4,2,7,0.253699988
D7,6,Mix_17aa,p159,n4,2,7,1.014600039
D8,6,Mix_17aa,sc159,n4,2,7,1.024099946
D9,6,Mix_17aa,sc827,n4,2,7,0.95660001
D10,6,Mix_17aa,p827,n4,2,7,0.92869997
E2,Control,Mix_17aa,Control,n5,Control,7,0.0898
E3,172,Mix_17aa,sc158b,n5,2,7,0.75120002
E4,172,Mix_17aa,p158b,n5,2,7,0.725000024
E5,172,Mix_17aa,sc827,n5,2,7,0.768100023
E6,172,Mix_17aa,p827,n5,2,7,0.755800009
F2,Control,Mix_17aa,Control,n5,Control,7,0.0779
F3,172,Mix_17aa,sc_mix,n5,10,7,0.721800029
F4,172,Mix_17aa,p_mix,n5,10,7,0.700500011
F5,172,Mix_17aa,p5642b,n5,2,7,0.739799976
F6,172,Mix_17aa,sc5642b,n5,2,7,0.723800004
G3,172,Mix_17aa,p158a,n5,2,7,0.674399972
G4,172,Mix_17aa,sc158a,n5,2,7,0.694700003
G5,172,Mix_17aa,sc159,n5,2,7,0.663100004
G6,172,Mix_17aa,p159,n5,2,7,0.68720001
B2,Control,Phenyalanine,Control,n4,Control,8,0.078599997
B3,6,Phenyalanine,sc827,n4,2,8,0.252900004
B4,6,Phenyalanine,p827,n4,2,8,0.261000007
B5,6,Phenyalanine,p159,n4,2,8,0.26030001
B6,6,Phenyalanine,sc159,n4,2,8,0.255499989
B7,6,Mix_17aa,sc158a,n4,2,8,1.097900033
B8,6,Mix_17aa,p158a,n4,2,8,1.112499952
B9,6,Mix_17aa,sc_mix,n4,10,8,1.127799988
B10,6,Mix_17aa,p_mix,n4,10,8,1.148100019
B11,Control,Mix_17aa,Control,n4,Control,8,0.082099997
C3,6,Phenyalanine,sc158a,n4,2,8,0.246399999
C4,6,Phenyalanine,p158a,n4,2,8,0.255400002
C5,6,Phenyalanine,p_mix,n4,10,8,0.268000007
C6,6,Phenyalanine,sc_mix,n4,10,8,0.2685
C7,6,Mix_17aa,sc5642b,n4,2,8,1.078400016
C8,6,Mix_17aa,p5642b,n4,2,8,1.098500013
C9,6,Mix_17aa,p158b,n4,2,8,0.994799972
C10,6,Mix_17aa,sc158b,n4,2,8,1.144500017
C11,Control,Mix_17aa,Control,n4,Control,8,0.090499997
D2,Control,Phenyalanine,Control,n4,Control,8,0.084799998
D3,6,Phenyalanine,p5642b,n4,2,8,0.249799997
D4,6,Phenyalanine,sc5642b,n4,2,8,0.253100008
D5,6,Phenyalanine,p158b,n4,2,8,0.262800008
D6,6,Phenyalanine,sc158b,n4,2,8,0.252900004
D7,6,Mix_17aa,p159,n4,2,8,1.179100037
D8,6,Mix_17aa,sc159,n4,2,8,1.181699991
D9,6,Mix_17aa,sc827,n4,2,8,1.114899993
D10,6,Mix_17aa,p827,n4,2,8,1.083400011
E2,Control,Mix_17aa,Control,n5,Control,8,0.0889
E3,172,Mix_17aa,sc158b,n5,2,8,0.773800015
E4,172,Mix_17aa,p158b,n5,2,8,0.781000018
E5,172,Mix_17aa,sc827,n5,2,8,0.793200016
E6,172,Mix_17aa,p827,n5,2,8,0.798300028
F2,Control,Mix_17aa,Control,n5,Control,8,0.078199998
F3,172,Mix_17aa,sc_mix,n5,10,8,0.743700027
F4,172,Mix_17aa,p_mix,n5,10,8,0.763499975
F5,172,Mix_17aa,p5642b,n5,2,8,0.773699999
F6,172,Mix_17aa,sc5642b,n5,2,8,0.751900017
G3,172,Mix_17aa,p158a,n5,2,8,0.764400005
G4,172,Mix_17aa,sc158a,n5,2,8,0.733799994
G5,172,Mix_17aa,sc159,n5,2,8,0.732500017
G6,172,Mix_17aa,p159,n5,2,8,0.728299975
B2,Control,Phenyalanine,Control,n4,Control,9,0.0792
B3,6,Phenyalanine,sc827,n4,2,9,0.249799997
B4,6,Phenyalanine,p827,n4,2,9,0.258700013
B5,6,Phenyalanine,p159,n4,2,9,0.2597
B6,6,Phenyalanine,sc159,n4,2,9,0.259799987
B7,6,Mix_17aa,sc158a,n4,2,9,1.242799997
B8,6,Mix_17aa,p158a,n4,2,9,1.255200028
B9,6,Mix_17aa,sc_mix,n4,10,9,1.253700018
B10,6,Mix_17aa,p_mix,n4,10,9,1.282999992
B11,Control,Mix_17aa,Control,n4,Control,9,0.082000002
C3,6,Phenyalanine,sc158a,n4,2,9,0.246700004
C4,6,Phenyalanine,p158a,n4,2,9,0.254700005
C5,6,Phenyalanine,p_mix,n4,10,9,0.266600013
C6,6,Phenyalanine,sc_mix,n4,10,9,0.265899986
C7,6,Mix_17aa,sc5642b,n4,2,9,1.221500039
C8,6,Mix_17aa,p5642b,n4,2,9,1.249300003
C9,6,Mix_17aa,p158b,n4,2,9,1.145300031
C10,6,Mix_17aa,sc158b,n4,2,9,1.279800057
C11,Control,Mix_17aa,Control,n4,Control,9,0.090800002
D2,Control,Phenyalanine,Control,n4,Control,9,0.085100003
D3,6,Phenyalanine,p5642b,n4,2,9,0.249799997
D4,6,Phenyalanine,sc5642b,n4,2,9,0.249300003
D5,6,Phenyalanine,p158b,n4,2,9,0.262899995
D6,6,Phenyalanine,sc158b,n4,2,9,0.252900004
D7,6,Mix_17aa,p159,n4,2,9,1.320299983
D8,6,Mix_17aa,sc159,n4,2,9,1.325899959
D9,6,Mix_17aa,sc827,n4,2,9,1.261199951
D10,6,Mix_17aa,p827,n4,2,9,1.237100005
E2,Control,Mix_17aa,Control,n5,Control,9,0.089699998
E3,172,Mix_17aa,sc158b,n5,2,9,0.822399974
E4,172,Mix_17aa,p158b,n5,2,9,0.804099977
E5,172,Mix_17aa,sc827,n5,2,9,0.854700029
E6,172,Mix_17aa,p827,n5,2,9,0.83859998
F2,Control,Mix_17aa,Control,n5,Control,9,0.078699999
F3,172,Mix_17aa,sc_mix,n5,10,9,0.788900018
F4,172,Mix_17aa,p_mix,n5,10,9,0.832499981
F5,172,Mix_17aa,p5642b,n5,2,9,0.827000022
F6,172,Mix_17aa,sc5642b,n5,2,9,0.806999981
G3,172,Mix_17aa,p158a,n5,2,9,0.783299983
G4,172,Mix_17aa,sc158a,n5,2,9,0.807299972
G5,172,Mix_17aa,sc159,n5,2,9,0.765399992
G6,172,Mix_17aa,p159,n5,2,9,0.786899984
B2,Control,Phenyalanine,Control,n4,Control,10,0.079700001
B3,6,Phenyalanine,sc827,n4,2,10,0.248899996
B4,6,Phenyalanine,p827,n4,2,10,0.257400006
B5,6,Phenyalanine,p159,n4,2,10,0.259200007
B6,6,Phenyalanine,sc159,n4,2,10,0.256000012
B7,6,Mix_17aa,sc158a,n4,2,10,1.373700023
B8,6,Mix_17aa,p158a,n4,2,10,1.386999965
B9,6,Mix_17aa,sc_mix,n4,10,10,1.376999974
B10,6,Mix_17aa,p_mix,n4,10,10,1.413699985
B11,Control,Mix_17aa,Control,n4,Control,10,0.082599998
C3,6,Phenyalanine,sc158a,n4,2,10,0.243399993
C4,6,Phenyalanine,p158a,n4,2,10,0.253199995
C5,6,Phenyalanine,p_mix,n4,10,10,0.266499996
C6,6,Phenyalanine,sc_mix,n4,10,10,0.266600013
C7,6,Mix_17aa,sc5642b,n4,2,10,1.349900007
C8,6,Mix_17aa,p5642b,n4,2,10,1.385100007
C9,6,Mix_17aa,p158b,n4,2,10,1.275900006
C10,6,Mix_17aa,sc158b,n4,2,10,1.397400022
C11,Control,Mix_17aa,Control,n4,Control,10,0.0911
D2,Control,Phenyalanine,Control,n4,Control,10,0.085199997
D3,6,Phenyalanine,p5642b,n4,2,10,0.249300003
D4,6,Phenyalanine,sc5642b,n4,2,10,0.25
D5,6,Phenyalanine,p158b,n4,2,10,0.262499988
D6,6,Phenyalanine,sc158b,n4,2,10,0.255499989
D7,6,Mix_17aa,p159,n4,2,10,1.460800052
D8,6,Mix_17aa,sc159,n4,2,10,1.447100043
D9,6,Mix_17aa,sc827,n4,2,10,1.394899964
D10,6,Mix_17aa,p827,n4,2,10,1.363399982
E2,Control,Mix_17aa,Control,n5,Control,10,0.090000004
E3,172,Mix_17aa,sc158b,n5,2,10,0.896000028
E4,172,Mix_17aa,p158b,n5,2,10,0.84009999
E5,172,Mix_17aa,sc827,n5,2,10,0.909799993
E6,172,Mix_17aa,p827,n5,2,10,0.855199993
F2,Control,Mix_17aa,Control,n5,Control,10,0.078900002
F3,172,Mix_17aa,sc_mix,n5,10,10,0.867699981
F4,172,Mix_17aa,p_mix,n5,10,10,0.861000001
