Well_ID,ASV,N_souce,miRNA,Replicate ,Dose(uM),Time,OD_600
F9,4,Lysine,sc_mix,n4,10,2,0.145199999
F10,4,Lysine,p_mix,n4,10,2,0.139300004
G7,4,Lysine,p158a,n4,2,2,0.132799998
G8,4,Lysine,sc158a,n4,2,2,0.133900002
G9,4,Lysine,sc159,n4,2,2,0.142399997
G10,4,Lysine,p159,n4,2,2,0.140000001
G11,4,Lysine,Control,n4,Control,2,0.079999998
H3,4,Lysine,p158b,n1,2,2,0.136800006
H4,4,Lysine,sc158b,n1,2,2,0.135499999
H8,4,Lysine,sc_mix,n6,10,2,0.142900005
H9,4,Lysine,p_mix,n6,10,2,0.142199993
B2,Control,Phenyalanine,Control,n5,Control,3,0.079400003
B3,6,Phenyalanine,sc158b,n5,2,3,0.257600009
B4,6,Phenyalanine,p158b,n5,2,3,0.274599999
B5,6,Phenyalanine,sc5642b,n5,2,3,0.240700006
B6,6,Phenyalanine,p5642b,n5 ,2,3,0.256700009
B7,4,Lysine,p827,n2,2,3,0.152600005
B8,4,Lysine,sc827,n2,2,3,0.143700004
B9,4,Lysine,sc159,n2,2,3,0.153200001
B10,4,Lysine,p159,n2,2,3,0.1505
B11,Control,Lysine,Control,n2,Control,3,0.070600003
C2,Control,Phenyalanine,Control,n5,Control,3,0.075599998
C3,6,Phenyalanine,p827,n5,2,3,0.270300001
C4,6,Phenyalanine,sc827,n5,2,3,0.263000011
C5,6,Phenyalanine,p158a,n5,2,3,0.262499988
C6,6,Phenyalanine,sc158a,n5 ,2,3,0.275000006
C7,4,Lysine,sc158b,n2,2,3,0.143700004
C8,4,Lysine,p158b,n2,2,3,0.141399994
C9,4,Lysine,sc5642b,n2,2,3,0.148599997
C10,4,Lysine,p5642b,n2,2,3,0.143600002
C11,Control,Lysine,Control,n2,Control,3,0.082400002
D3,6,Phenyalanine,p_mix,n5,10,3,0.30250001
D4,6,Phenyalanine,sc_mix,n5,10,3,0.262800008
D5,6,Phenyalanine,sc159,n5,2,3,0.263500005
D6,6,Phenyalanine,p159,n5 ,2,3,0.263900012
D7,4,Lysine,p_mix,n2,10,3,0.146300003
D8,4,Lysine,sc_mix,n2,10,3,0.145300001
D9,4,Lysine,sc158a,n2,2,3,0.145899996
D10,4,Lysine,p158a,n2,2,3,0.141399994
E7,4,Lysine,sc5642b,n4,2,3,0.170000002
E8,4,Lysine,p5642b,n4,2,3,0.163100004
E9,4,Lysine,p827,n4,2,3,0.165800005
E10,4,Lysine,sc827,n4,2,3,0.163000003
E11,4,Lysine,Control,n4,Control,3,0.098399997
F7,4,Lysine,p158b,n4,2,3,0.152400002
F8,4,Lysine,sc158b,n4,2,3,0.158399999
F9,4,Lysine,sc_mix,n4,10,3,0.145600006
F10,4,Lysine,p_mix,n4,10,3,0.144700006
G7,4,Lysine,p158a,n4,2,3,0.144800007
G8,4,Lysine,sc158a,n4,2,3,0.142900005
G9,4,Lysine,sc159,n4,2,3,0.134599999
G10,4,Lysine,p159,n4,2,3,0.142700002
G11,4,Lysine,Control,n4,Control,3,0.0788
H3,4,Lysine,p158b,n1,2,3,0.133000001
H4,4,Lysine,sc158b,n1,2,3,0.142000005
H8,4,Lysine,sc_mix,n6,10,3,0.143199995
H9,4,Lysine,p_mix,n6,10,3,0.137799993
B2,Control,Phenyalanine,Control,n5,Control,4,0.0748
B3,6,Phenyalanine,sc158b,n5,2,4,0.248099998
B4,6,Phenyalanine,p158b,n5,2,4,0.26730001
B5,6,Phenyalanine,sc5642b,n5,2,4,0.240600005
B6,6,Phenyalanine,p5642b,n5 ,2,4,0.261299998
B7,4,Lysine,p827,n2,2,4,0.150099993
B8,4,Lysine,sc827,n2,2,4,0.145500004
B9,4,Lysine,sc159,n2,2,4,0.153300002
B10,4,Lysine,p159,n2,2,4,0.147200003
B11,Control,Lysine,Control,n2,Control,4,0.076700002
C2,Control,Phenyalanine,Control,n5,Control,4,0.0779
C3,6,Phenyalanine,p827,n5,2,4,0.266799986
C4,6,Phenyalanine,sc827,n5,2,4,0.263999999
C5,6,Phenyalanine,p158a,n5,2,4,0.264400005
C6,6,Phenyalanine,sc158a,n5 ,2,4,0.265899986
C7,4,Lysine,sc158b,n2,2,4,0.139699996
C8,4,Lysine,p158b,n2,2,4,0.140699998
C9,4,Lysine,sc5642b,n2,2,4,0.147100002
C10,4,Lysine,p5642b,n2,2,4,0.140499994
C11,Control,Lysine,Control,n2,Control,4,0.073299997
D3,6,Phenyalanine,p_mix,n5,10,4,0.30250001
D4,6,Phenyalanine,sc_mix,n5,10,4,0.26879999
D5,6,Phenyalanine,sc159,n5,2,4,0.265199989
D6,6,Phenyalanine,p159,n5 ,2,4,0.259200007
D7,4,Lysine,p_mix,n2,10,4,0.147300005
D8,4,Lysine,sc_mix,n2,10,4,0.150199994
D9,4,Lysine,sc158a,n2,2,4,0.144999996
D10,4,Lysine,p158a,n2,2,4,0.151199996
E7,4,Lysine,sc5642b,n4,2,4,0.165800005
E8,4,Lysine,p5642b,n4,2,4,0.163000003
E9,4,Lysine,p827,n4,2,4,0.166199997
E10,4,Lysine,sc827,n4,2,4,0.152099997
E11,4,Lysine,Control,n4,Control,4,0.104199998
F7,4,Lysine,p158b,n4,2,4,0.1523
F8,4,Lysine,sc158b,n4,2,4,0.155599996
F9,4,Lysine,sc_mix,n4,10,4,0.146599993
F10,4,Lysine,p_mix,n4,10,4,0.136199996
G7,4,Lysine,p158a,n4,2,4,0.145400003
G8,4,Lysine,sc158a,n4,2,4,0.143099993
G9,4,Lysine,sc159,n4,2,4,0.1435
G10,4,Lysine,p159,n4,2,4,0.136099994
G11,4,Lysine,Control,n4,Control,4,0.083800003
H3,4,Lysine,p158b,n1,2,4,0.139500007
H4,4,Lysine,sc158b,n1,2,4,0.145500004
H8,4,Lysine,sc_mix,n6,10,4,0.139899999
H9,4,Lysine,p_mix,n6,10,4,0.139799997
B2,Control,Phenyalanine,Control,n5,Control,5,0.079400003
B3,6,Phenyalanine,sc158b,n5,2,5,0.251100004
B4,6,Phenyalanine,p158b,n5,2,5,0.262699991
B5,6,Phenyalanine,sc5642b,n5,2,5,0.243499994
B6,6,Phenyalanine,p5642b,n5 ,2,5,0.268700004
B7,4,Lysine,p827,n2,2,5,0.152799994
B8,4,Lysine,sc827,n2,2,5,0.151500002
B9,4,Lysine,sc159,n2,2,5,0.153300002
B10,4,Lysine,p159,n2,2,5,0.151299998
B11,Control,Lysine,Control,n2,Control,5,0.076899998
C2,Control,Phenyalanine,Control,n5,Control,5,0.072999999
C3,6,Phenyalanine,p827,n5,2,5,0.270599991
C4,6,Phenyalanine,sc827,n5,2,5,0.262100011
C5,6,Phenyalanine,p158a,n5,2,5,0.257200003
C6,6,Phenyalanine,sc158a,n5 ,2,5,0.264099985
C7,4,Lysine,sc158b,n2,2,5,0.147300005
C8,4,Lysine,p158b,n2,2,5,0.147100002
C9,4,Lysine,sc5642b,n2,2,5,0.150900006
C10,4,Lysine,p5642b,n2,2,5,0.144400001
C11,Control,Lysine,Control,n2,Control,5,0.074699998
D3,6,Phenyalanine,p_mix,n5,10,5,0.294400007
D4,6,Phenyalanine,sc_mix,n5,10,5,0.268299997
D5,6,Phenyalanine,sc159,n5,2,5,0.263700008
D6,6,Phenyalanine,p159,n5 ,2,5,0.260600001
D7,4,Lysine,p_mix,n2,10,5,0.155200005
D8,4,Lysine,sc_mix,n2,10,5,0.160799995
D9,4,Lysine,sc158a,n2,2,5,0.150800005
D10,4,Lysine,p158a,n2,2,5,0.149200007
E7,4,Lysine,sc5642b,n4,2,5,0.169699997
E8,4,Lysine,p5642b,n4,2,5,0.166700006
E9,4,Lysine,p827,n4,2,5,0.166500002
E10,4,Lysine,sc827,n4,2,5,0.158600003
E11,4,Lysine,Control,n4,Control,5,0.099600002
F7,4,Lysine,p158b,n4,2,5,0.149200007
F8,4,Lysine,sc158b,n4,2,5,0.159099996
F9,4,Lysine,sc_mix,n4,10,5,0.146500006
F10,4,Lysine,p_mix,n4,10,5,0.148900002
G7,4,Lysine,p158a,n4,2,5,0.1435
G8,4,Lysine,sc158a,n4,2,5,0.142499998
G9,4,Lysine,sc159,n4,2,5,0.144500002
G10,4,Lysine,p159,n4,2,5,0.145099998
G11,4,Lysine,Control,n4,Control,5,0.081600003
H3,4,Lysine,p158b,n1,2,5,0.142900005
H4,4,Lysine,sc158b,n1,2,5,0.147
H8,4,Lysine,sc_mix,n6,10,5,0.143700004
H9,4,Lysine,p_mix,n6,10,5,0.142399997
B2,Control,Phenyalanine,Control,n5,Control,6,0.0854
B3,6,Phenyalanine,sc158b,n5,2,6,0.25850001
B4,6,Phenyalanine,p158b,n5,2,6,0.272599995
B5,6,Phenyalanine,sc5642b,n5,2,6,0.249799997
B6,6,Phenyalanine,p5642b,n5 ,2,6,0.271600008
B7,4,Lysine,p827,n2,2,6,0.162400007
B8,4,Lysine,sc827,n2,2,6,0.160099998
B9,4,Lysine,sc159,n2,2,6,0.161300004
B10,4,Lysine,p159,n2,2,6,0.158299997
B11,Control,Lysine,Control,n2,Control,6,0.086199999
C2,Control,Phenyalanine,Control,n5,Control,6,0.079099998
C3,6,Phenyalanine,p827,n5,2,6,0.275700003
C4,6,Phenyalanine,sc827,n5,2,6,0.269300014
C5,6,Phenyalanine,p158a,n5,2,6,0.264400005
C6,6,Phenyalanine,sc158a,n5 ,2,6,0.268400013
C7,4,Lysine,sc158b,n2,2,6,0.155499995
C8,4,Lysine,p158b,n2,2,6,0.157199994
C9,4,Lysine,sc5642b,n2,2,6,0.157199994
C10,4,Lysine,p5642b,n2,2,6,0.151800007
C11,Control,Lysine,Control,n2,Control,6,0.082099997
D3,6,Phenyalanine,p_mix,n5,10,6,0.296999991
D4,6,Phenyalanine,sc_mix,n5,10,6,0.271499991
D5,6,Phenyalanine,sc159,n5,2,6,0.26910001
D6,6,Phenyalanine,p159,n5 ,2,6,0.264299989
D7,4,Lysine,p_mix,n2,10,6,0.165099993
D8,4,Lysine,sc_mix,n2,10,6,0.165199995
D9,4,Lysine,sc158a,n2,2,6,0.158500001
D10,4,Lysine,p158a,n2,2,6,0.161500007
E7,4,Lysine,sc5642b,n4,2,6,0.175799996
E8,4,Lysine,p5642b,n4,2,6,0.175500005
E9,4,Lysine,p827,n4,2,6,0.176899999
E10,4,Lysine,sc827,n4,2,6,0.172099993
E11,4,Lysine,Control,n4,Control,6,0.107199997
F7,4,Lysine,p158b,n4,2,6,0.157700002
F8,4,Lysine,sc158b,n4,2,6,0.160699993
F9,4,Lysine,sc_mix,n4,10,6,0.154499993
F10,4,Lysine,p_mix,n4,10,6,0.158700004
G7,4,Lysine,p158a,n4,2,6,0.150000006
G8,4,Lysine,sc158a,n4,2,6,0.1505
G9,4,Lysine,sc159,n4,2,6,0.150800005
G10,4,Lysine,p159,n4,2,6,0.154699996
G11,4,Lysine,Control,n4,Control,6,0.083999999
H3,4,Lysine,p158b,n1,2,6,0.148699999
H4,4,Lysine,sc158b,n1,2,6,0.159099996
H8,4,Lysine,sc_mix,n6,10,6,0.147599995
H9,4,Lysine,p_mix,n6,10,6,0.1514
B2,Control,Phenyalanine,Control,n5,Control,7,0.085600004
B3,6,Phenyalanine,sc158b,n5,2,7,0.256799996
B4,6,Phenyalanine,p158b,n5,2,7,0.272799999
B5,6,Phenyalanine,sc5642b,n5,2,7,0.249400005
B6,6,Phenyalanine,p5642b,n5 ,2,7,0.280200005
B7,4,Lysine,p827,n2,2,7,0.160699993
B8,4,Lysine,sc827,n2,2,7,0.159500003
B9,4,Lysine,sc159,n2,2,7,0.166899994
B10,4,Lysine,p159,n2,2,7,0.160899997
B11,Control,Lysine,Control,n2,Control,7,0.085600004
C2,Control,Phenyalanine,Control,n5,Control,7,0.078500003
C3,6,Phenyalanine,p827,n5,2,7,0.274399996
C4,6,Phenyalanine,sc827,n5,2,7,0.26820001
C5,6,Phenyalanine,p158a,n5,2,7,0.263799995
C6,6,Phenyalanine,sc158a,n5 ,2,7,0.269199997
C7,4,Lysine,sc158b,n2,2,7,0.155599996
C8,4,Lysine,p158b,n2,2,7,0.1567
C9,4,Lysine,sc5642b,n2,2,7,0.156800002
C10,4,Lysine,p5642b,n2,2,7,0.153099999
C11,Control,Lysine,Control,n2,Control,7,0.081699997
D3,6,Phenyalanine,p_mix,n5,10,7,0.298500001
D4,6,Phenyalanine,sc_mix,n5,10,7,0.271499991
D5,6,Phenyalanine,sc159,n5,2,7,0.265599996
D6,6,Phenyalanine,p159,n5 ,2,7,0.263599992
D7,4,Lysine,p_mix,n2,10,7,0.165700004
D8,4,Lysine,sc_mix,n2,10,7,0.160400003
D9,4,Lysine,sc158a,n2,2,7,0.158399999
D10,4,Lysine,p158a,n2,2,7,0.160899997
E7,4,Lysine,sc5642b,n4,2,7,0.175799996
E8,4,Lysine,p5642b,n4,2,7,0.173500001
E9,4,Lysine,p827,n4,2,7,0.172600001
E10,4,Lysine,sc827,n4,2,7,0.171399996
E11,4,Lysine,Control,n4,Control,7,0.106799997
F7,4,Lysine,p158b,n4,2,7,0.156100005
F8,4,Lysine,sc158b,n4,2,7,0.158099994
F9,4,Lysine,sc_mix,n4,10,7,0.155499995
F10,4,Lysine,p_mix,n4,10,7,0.157900006
G7,4,Lysine,p158a,n4,2,7,0.154300004
G8,4,Lysine,sc158a,n4,2,7,0.150299996
G9,4,Lysine,sc159,n4,2,7,0.149499997
G10,4,Lysine,p159,n4,2,7,0.152400002
G11,4,Lysine,Control,n4,Control,7,0.0845
H3,4,Lysine,p158b,n1,2,7,0.149499997
H4,4,Lysine,sc158b,n1,2,7,0.154899999
H8,4,Lysine,sc_mix,n6,10,7,0.149299994
H9,4,Lysine,p_mix,n6,10,7,0.1523
B2,Control,Phenyalanine,Control,n5,Control,8,0.085600004
B3,6,Phenyalanine,sc158b,n5,2,8,0.255499989
B4,6,Phenyalanine,p158b,n5,2,8,0.270900011
B5,6,Phenyalanine,sc5642b,n5,2,8,0.248199999
B6,6,Phenyalanine,p5642b,n5 ,2,8,0.267800003
B7,4,Lysine,p827,n2,2,8,0.161400005
B8,4,Lysine,sc827,n2,2,8,0.160300002
B9,4,Lysine,sc159,n2,2,8,0.167199999
B10,4,Lysine,p159,n2,2,8,0.165600002
B11,Control,Lysine,Control,n2,Control,8,0.088100001
C2,Control,Phenyalanine,Control,n5,Control,8,0.078500003
C3,6,Phenyalanine,p827,n5,2,8,0.273999989
C4,6,Phenyalanine,sc827,n5,2,8,0.266200006
C5,6,Phenyalanine,p158a,n5,2,8,0.262600005
C6,6,Phenyalanine,sc158a,n5 ,2,8,0.268400013
C7,4,Lysine,sc158b,n2,2,8,0.157299995
C8,4,Lysine,p158b,n2,2,8,0.153300002
C9,4,Lysine,sc5642b,n2,2,8,0.158600003
C10,4,Lysine,p5642b,n2,2,8,0.154699996
C11,Control,Lysine,Control,n2,Control,8,0.082400002
D3,6,Phenyalanine,p_mix,n5,10,8,0.297800004
D4,6,Phenyalanine,sc_mix,n5,10,8,0.276499987
D5,6,Phenyalanine,sc159,n5,2,8,0.263900012
D6,6,Phenyalanine,p159,n5 ,2,8,0.262100011
D7,4,Lysine,p_mix,n2,10,8,0.159299999
D8,4,Lysine,sc_mix,n2,10,8,0.165900007
D9,4,Lysine,sc158a,n2,2,8,0.161400005
D10,4,Lysine,p158a,n2,2,8,0.161599994
E7,4,Lysine,sc5642b,n4,2,8,0.171499997
E8,4,Lysine,p5642b,n4,2,8,0.173999995
E9,4,Lysine,p827,n4,2,8,0.175899997
E10,4,Lysine,sc827,n4,2,8,0.171499997
E11,4,Lysine,Control,n4,Control,8,0.104199998
F7,4,Lysine,p158b,n4,2,8,0.152099997
F8,4,Lysine,sc158b,n4,2,8,0.159700006
F9,4,Lysine,sc_mix,n4,10,8,0.156200007
F10,4,Lysine,p_mix,n4,10,8,0.157900006
G7,4,Lysine,p158a,n4,2,8,0.148100004
G8,4,Lysine,sc158a,n4,2,8,0.147799999
G9,4,Lysine,sc159,n4,2,8,0.148900002
G10,4,Lysine,p159,n4,2,8,0.148300007
G11,4,Lysine,Control,n4,Control,8,0.083899997
H3,4,Lysine,p158b,n1,2,8,0.150299996
H4,4,Lysine,sc158b,n1,2,8,0.155599996
H8,4,Lysine,sc_mix,n6,10,8,0.151500002
H9,4,Lysine,p_mix,n6,10,8,0.151199996
B2,Control,Phenyalanine,Control,n5,Control,9,0.085600004
B3,6,Phenyalanine,sc158b,n5,2,9,0.253899992
B4,6,Phenyalanine,p158b,n5,2,9,0.269499987
B5,6,Phenyalanine,sc5642b,n5,2,9,0.246600002
B6,6,Phenyalanine,p5642b,n5 ,2,9,0.277799994
B7,4,Lysine,p827,n2,2,9,0.162200004
B8,4,Lysine,sc827,n2,2,9,0.162900001
B9,4,Lysine,sc159,n2,2,9,0.170100003
B10,4,Lysine,p159,n2,2,9,0.168899998
B11,Control,Lysine,Control,n2,Control,9,0.086599998
C2,Control,Phenyalanine,Control,n5,Control,9,0.078500003
C3,6,Phenyalanine,p827,n5,2,9,0.272799999
C4,6,Phenyalanine,sc827,n5,2,9,0.265799999
C5,6,Phenyalanine,p158a,n5,2,9,0.262800008
C6,6,Phenyalanine,sc158a,n5 ,2,9,0.276899993
C7,4,Lysine,sc158b,n2,2,9,0.158500001
C8,4,Lysine,p158b,n2,2,9,0.154100001
C9,4,Lysine,sc5642b,n2,2,9,0.159299999
C10,4,Lysine,p5642b,n2,2,9,0.155499995
C11,Control,Lysine,Control,n2,Control,9,0.081900001
D3,6,Phenyalanine,p_mix,n5,10,9,0.296499997
D4,6,Phenyalanine,sc_mix,n5,10,9,0.269899994
D5,6,Phenyalanine,sc159,n5,2,9,0.263799995
D6,6,Phenyalanine,p159,n5 ,2,9,0.265700012
D7,4,Lysine,p_mix,n2,10,9,0.163699999
D8,4,Lysine,sc_mix,n2,10,9,0.162400007
D9,4,Lysine,sc158a,n2,2,9,0.162699997
D10,4,Lysine,p158a,n2,2,9,0.164700001
E7,4,Lysine,sc5642b,n4,2,9,0.172199994
E8,4,Lysine,p5642b,n4,2,9,0.174999997
E9,4,Lysine,p827,n4,2,9,0.173700005
E10,4,Lysine,sc827,n4,2,9,0.173500001
E11,4,Lysine,Control,n4,Control,9,0.104699999
F7,4,Lysine,p158b,n4,2,9,0.154599994
F8,4,Lysine,sc158b,n4,2,9,0.169699997
F9,4,Lysine,sc_mix,n4,10,9,0.158399999
F10,4,Lysine,p_mix,n4,10,9,0.158899993
G7,4,Lysine,p158a,n4,2,9,0.154100001
G8,4,Lysine,sc158a,n4,2,9,0.148000002
G9,4,Lysine,sc159,n4,2,9,0.149299994
G10,4,Lysine,p159,n4,2,9,0.155000001
G11,4,Lysine,Control,n4,Control,9,0.083999999
H3,4,Lysine,p158b,n1,2,9,0.150700003
H4,4,Lysine,sc158b,n1,2,9,0.155200005
H8,4,Lysine,sc_mix,n6,10,9,0.154799998
H9,4,Lysine,p_mix,n6,10,9,0.1558
B2,Control,Phenyalanine,Control,n5,Control,10,0.0858
B3,6,Phenyalanine,sc158b,n5,2,10,0.250699997
B4,6,Phenyalanine,p158b,n5,2,10,0.268700004
B5,6,Phenyalanine,sc5642b,n5,2,10,0.248500004
B6,6,Phenyalanine,p5642b,n5 ,2,10,0.266400009
B7,4,Lysine,p827,n2,2,10,0.163499996
B8,4,Lysine,sc827,n2,2,10,0.164100006
B9,4,Lysine,sc159,n2,2,10,0.172000006
B10,4,Lysine,p159,n2,2,10,0.165800005
B11,Control,Lysine,Control,n2,Control,10,0.088
C2,Control,Phenyalanine,Control,n5,Control,10,0.078599997
C3,6,Phenyalanine,p827,n5,2,10,0.270500004
C4,6,Phenyalanine,sc827,n5,2,10,0.264899999
C5,6,Phenyalanine,p158a,n5,2,10,0.260600001
C6,6,Phenyalanine,sc158a,n5 ,2,10,0.275299996
C7,4,Lysine,sc158b,n2,2,10,0.160500005
C8,4,Lysine,p158b,n2,2,10,0.157199994
C9,4,Lysine,sc5642b,n2,2,10,0.163299993
C10,4,Lysine,p5642b,n2,2,10,0.157299995
C11,Control,Lysine,Control,n2,Control,10,0.082400002
D3,6,Phenyalanine,p_mix,n5,10,10,0.294999987
D4,6,Phenyalanine,sc_mix,n5,10,10,0.271299988
D5,6,Phenyalanine,sc159,n5,2,10,0.263799995
D6,6,Phenyalanine,p159,n5 ,2,10,0.261200011
D7,4,Lysine,p_mix,n2,10,10,0.158399999
D8,4,Lysine,sc_mix,n2,10,10,0.162799999
