Well_ID,ASV,N_souce,miRNA,Replicate ,Dose(uM),Time,OD_600
G5,6,Phenyalanine,sc158b,n1,2,4,0.241999999
G6,6,Phenyalanine,p158b,n1,2,4,0.240500003
G7,4,Lysine,p5642b,n1,2,4,0.147499993
G8,4,Lysine,sc5642b,n1,2,4,0.137899995
G9,4,Lysine,p158b,n1,2,4,0.142800003
G10,4,Lysine,sc158b,n1,2,4,0.25
G11,Control,Lysine,Control,n1,Control,4,0.136999995
B3,6,Mix_17aa,p827,n1,2,5,0.572700024
B4,6,Mix_17aa,sc827,n1,2,5,0.552900016
B5,6,Mix_17aa,sc5642b,n1,2,5,0.54339999
B6,6,Mix_17aa,p5642b,n1,2,5,0.550599992
C2,Control,Mix_17aa,Control,n1,Control,5,0.082099997
C3,6,Mix_17aa,sc158b,n1,2,5,0.537599981
C4,6,Mix_17aa,p159,n1,2,5,0.562600017
C5,6,Mix_17aa,sc158a,n1,2,5,0.538399994
C6,6,Mix_17aa,p158a,n1,2,5,0.547599971
D2,Control,Mix_17aa,Control,n1,Control,5,0.077
D3,6,Mix_17aa,sc159,n1,2,5,0.537899971
D4,6,Mix_17aa,p158b,n1,2,5,0.555499971
D5,6,Mix_17aa,p_mix,n1,10,5,0.588199973
D6,6,Mix_17aa,sc_mix,n1,10,5,0.580900013
E3,6,Phenyalanine,sc5642b,n1,2,5,0.277999997
E4,6,Phenyalanine,p5642b,n1,2,5,0.288100004
E5,6,Phenyalanine,sc158a,n1,2,5,0.29550001
E6,6,Phenyalanine,p158a,n1,2,5,0.289600015
E7,4,Lysine,sc_mix,n1,10,5,0.162499994
E8,4,Lysine,p_mix,n1,10,5,0.161699995
E9,4,Lysine,sc159,n1,2,5,0.170699999
E10,4,Lysine,p159,n1,2,5,0.165099993
F2,Control,Phenyalanine,Control,n1,Control,5,0.081500001
F3,6,Phenyalanine,sc159,n1,2,5,0.278400004
F4,6,Phenyalanine,p159,n1,2,5,0.286799997
F5,6,Phenyalanine,p_mix,n1,10,5,0.334199995
F6,6,Phenyalanine,sc_mix,n1,10,5,0.310699999
F7,4,Lysine,sc158a,n1,2,5,0.153699994
F8,4,Lysine,p158a,n1,2,5,0.157000005
F9,4,Lysine,p827,n1,2,5,0.152700007
F10,4,Lysine,sc827,n1,2,5,0.156100005
F11,Control,Lysine,Control,n1,Control,5,0.075099997
G2,Control,Phenyalanine,Control,n1,Control,5,0.071500003
G3,6,Phenyalanine,p827,n1,2,5,0.253500015
G4,6,Phenyalanine,sc827,n1,2,5,0.258899987
G5,6,Phenyalanine,sc158b,n1,2,5,0.239299998
G6,6,Phenyalanine,p158b,n1,2,5,0.234099999
G7,4,Lysine,p5642b,n1,2,5,0.145099998
G8,4,Lysine,sc5642b,n1,2,5,0.143000007
G9,4,Lysine,p158b,n1,2,5,0.153099999
G10,4,Lysine,sc158b,n1,2,5,0.259000003
G11,Control,Lysine,Control,n1,Control,5,0.142199993
B3,6,Mix_17aa,p827,n1,2,6,0.667200029
B4,6,Mix_17aa,sc827,n1,2,6,0.646499991
B5,6,Mix_17aa,sc5642b,n1,2,6,0.619499981
B6,6,Mix_17aa,p5642b,n1,2,6,0.638800025
C2,Control,Mix_17aa,Control,n1,Control,6,0.0911
C3,6,Mix_17aa,sc158b,n1,2,6,0.601100028
C4,6,Mix_17aa,p159,n1,2,6,0.659699976
C5,6,Mix_17aa,sc158a,n1,2,6,0.619199991
C6,6,Mix_17aa,p158a,n1,2,6,0.645299971
D2,Control,Mix_17aa,Control,n1,Control,6,0.0823
D3,6,Mix_17aa,sc159,n1,2,6,0.608299971
D4,6,Mix_17aa,p158b,n1,2,6,0.63440001
D5,6,Mix_17aa,p_mix,n1,10,6,0.696099997
D6,6,Mix_17aa,sc_mix,n1,10,6,0.675300002
E3,6,Phenyalanine,sc5642b,n1,2,6,0.285899997
E4,6,Phenyalanine,p5642b,n1,2,6,0.290199995
E5,6,Phenyalanine,sc158a,n1,2,6,0.301299989
E6,6,Phenyalanine,p158a,n1,2,6,0.291399986
E7,4,Lysine,sc_mix,n1,10,6,0.164700001
E8,4,Lysine,p_mix,n1,10,6,0.168500006
E9,4,Lysine,sc159,n1,2,6,0.180099994
E10,4,Lysine,p159,n1,2,6,0.177399993
F2,Control,Phenyalanine,Control,n1,Control,6,0.085699998
F3,6,Phenyalanine,sc159,n1,2,6,0.284099996
F4,6,Phenyalanine,p159,n1,2,6,0.291099995
F5,6,Phenyalanine,p_mix,n1,10,6,0.335200012
F6,6,Phenyalanine,sc_mix,n1,10,6,0.316300005
F7,4,Lysine,sc158a,n1,2,6,0.157600001
F8,4,Lysine,p158a,n1,2,6,0.162400007
F9,4,Lysine,p827,n1,2,6,0.163399994
F10,4,Lysine,sc827,n1,2,6,0.158800006
F11,Control,Lysine,Control,n1,Control,6,0.087800004
G2,Control,Phenyalanine,Control,n1,Control,6,0.079499997
G3,6,Phenyalanine,p827,n1,2,6,0.25850001
G4,6,Phenyalanine,sc827,n1,2,6,0.267100006
G5,6,Phenyalanine,sc158b,n1,2,6,0.248899996
G6,6,Phenyalanine,p158b,n1,2,6,0.241799995
G7,4,Lysine,p5642b,n1,2,6,0.150399998
G8,4,Lysine,sc5642b,n1,2,6,0.153799996
G9,4,Lysine,p158b,n1,2,6,0.153699994
G10,4,Lysine,sc158b,n1,2,6,0.158700004
G11,Control,Lysine,Control,n1,Control,6,0.081699997
B3,6,Mix_17aa,p827,n1,2,7,0.77640003
B4,6,Mix_17aa,sc827,n1,2,7,0.764199972
B5,6,Mix_17aa,sc5642b,n1,2,7,0.720200002
B6,6,Mix_17aa,p5642b,n1,2,7,0.745800018
C2,Control,Mix_17aa,Control,n1,Control,7,0.091300003
C3,6,Mix_17aa,sc158b,n1,2,7,0.680599988
C4,6,Mix_17aa,p159,n1,2,7,0.782999992
C5,6,Mix_17aa,sc158a,n1,2,7,0.717700005
C6,6,Mix_17aa,p158a,n1,2,7,0.754999995
D2,Control,Mix_17aa,Control,n1,Control,7,0.0823
D3,6,Mix_17aa,sc159,n1,2,7,0.707099974
D4,6,Mix_17aa,p158b,n1,2,7,0.709599972
D5,6,Mix_17aa,p_mix,n1,10,7,0.838
D6,6,Mix_17aa,sc_mix,n1,10,7,0.817499995
E3,6,Phenyalanine,sc5642b,n1,2,7,0.284200013
E4,6,Phenyalanine,p5642b,n1,2,7,0.290899992
E5,6,Phenyalanine,sc158a,n1,2,7,0.300000012
E6,6,Phenyalanine,p158a,n1,2,7,0.291099995
E7,4,Lysine,sc_mix,n1,10,7,0.163800001
E8,4,Lysine,p_mix,n1,10,7,0.169799998
E9,4,Lysine,sc159,n1,2,7,0.180600002
E10,4,Lysine,p159,n1,2,7,0.174500003
F2,Control,Phenyalanine,Control,n1,Control,7,0.085299999
F3,6,Phenyalanine,sc159,n1,2,7,0.280200005
F4,6,Phenyalanine,p159,n1,2,7,0.279799998
F5,6,Phenyalanine,p_mix,n1,10,7,0.334100008
F6,6,Phenyalanine,sc_mix,n1,10,7,0.311500013
F7,4,Lysine,sc158a,n1,2,7,0.155599996
F8,4,Lysine,p158a,n1,2,7,0.159400001
F9,4,Lysine,p827,n1,2,7,0.154200003
F10,4,Lysine,sc827,n1,2,7,0.160799995
F11,Control,Lysine,Control,n1,Control,7,0.088200003
G2,Control,Phenyalanine,Control,n1,Control,7,0.078000002
G3,6,Phenyalanine,p827,n1,2,7,0.256300002
G4,6,Phenyalanine,sc827,n1,2,7,0.25999999
G5,6,Phenyalanine,sc158b,n1,2,7,0.246399999
G6,6,Phenyalanine,p158b,n1,2,7,0.2333
G7,4,Lysine,p5642b,n1,2,7,0.140000001
G8,4,Lysine,sc5642b,n1,2,7,0.149100006
G9,4,Lysine,p158b,n1,2,7,0.148100004
G10,4,Lysine,sc158b,n1,2,7,0.165399998
G11,Control,Lysine,Control,n1,Control,7,0.082199998
B3,6,Mix_17aa,p827,n1,2,8,0.89349997
B4,6,Mix_17aa,sc827,n1,2,8,0.892099977
B5,6,Mix_17aa,sc5642b,n1,2,8,0.837599993
B6,6,Mix_17aa,p5642b,n1,2,8,0.873000026
C2,Control,Mix_17aa,Control,n1,Control,8,0.0911
C3,6,Mix_17aa,sc158b,n1,2,8,0.777100027
C4,6,Mix_17aa,p159,n1,2,8,0.925199986
C5,6,Mix_17aa,sc158a,n1,2,8,0.847599983
C6,6,Mix_17aa,p158a,n1,2,8,0.869000018
D2,Control,Mix_17aa,Control,n1,Control,8,0.0823
D3,6,Mix_17aa,sc159,n1,2,8,0.807500005
D4,6,Mix_17aa,p158b,n1,2,8,0.806800008
D5,6,Mix_17aa,p_mix,n1,10,8,0.99119997
D6,6,Mix_17aa,sc_mix,n1,10,8,0.979200006
E3,6,Phenyalanine,sc5642b,n1,2,8,0.280900002
E4,6,Phenyalanine,p5642b,n1,2,8,0.287099987
E5,6,Phenyalanine,sc158a,n1,2,8,0.297199994
E6,6,Phenyalanine,p158a,n1,2,8,0.291000009
E7,4,Lysine,sc_mix,n1,10,8,0.164499998
E8,4,Lysine,p_mix,n1,10,8,0.170200005
E9,4,Lysine,sc159,n1,2,8,0.187299997
E10,4,Lysine,p159,n1,2,8,0.174500003
F2,Control,Phenyalanine,Control,n1,Control,8,0.085199997
F3,6,Phenyalanine,sc159,n1,2,8,0.279100001
F4,6,Phenyalanine,p159,n1,2,8,0.282799989
F5,6,Phenyalanine,p_mix,n1,10,8,0.331800014
F6,6,Phenyalanine,sc_mix,n1,10,8,0.310900003
F7,4,Lysine,sc158a,n1,2,8,0.155599996
F8,4,Lysine,p158a,n1,2,8,0.159899995
F9,4,Lysine,p827,n1,2,8,0.158600003
F10,4,Lysine,sc827,n1,2,8,0.159500003
F11,Control,Lysine,Control,n1,Control,8,0.088500001
G2,Control,Phenyalanine,Control,n1,Control,8,0.078299999
G3,6,Phenyalanine,p827,n1,2,8,0.253399998
G4,6,Phenyalanine,sc827,n1,2,8,0.25999999
G5,6,Phenyalanine,sc158b,n1,2,8,0.242400005
G6,6,Phenyalanine,p158b,n1,2,8,0.231299996
G7,4,Lysine,p5642b,n1,2,8,0.140000001
G8,4,Lysine,sc5642b,n1,2,8,0.150000006
G9,4,Lysine,p158b,n1,2,8,0.151500002
G10,4,Lysine,sc158b,n1,2,8,0.168400005
G11,Control,Lysine,Control,n1,Control,8,0.081900001
B3,6,Mix_17aa,p827,n1,2,9,1.037999988
B4,6,Mix_17aa,sc827,n1,2,9,1.029899955
B5,6,Mix_17aa,sc5642b,n1,2,9,0.986599982
B6,6,Mix_17aa,p5642b,n1,2,9,1.012199998
C2,Control,Mix_17aa,Control,n1,Control,9,0.0911
C3,6,Mix_17aa,sc158b,n1,2,9,0.8829
C4,6,Mix_17aa,p159,n1,2,9,1.085600019
C5,6,Mix_17aa,sc158a,n1,2,9,0.987500012
C6,6,Mix_17aa,p158a,n1,2,9,1.007500052
D2,Control,Mix_17aa,Control,n1,Control,9,0.082500003
D3,6,Mix_17aa,sc159,n1,2,9,0.933799982
D4,6,Mix_17aa,p158b,n1,2,9,0.914200008
D5,6,Mix_17aa,p_mix,n1,10,9,1.143900037
D6,6,Mix_17aa,sc_mix,n1,10,9,1.130499959
E3,6,Phenyalanine,sc5642b,n1,2,9,0.277500004
E4,6,Phenyalanine,p5642b,n1,2,9,0.284299999
E5,6,Phenyalanine,sc158a,n1,2,9,0.300599992
E6,6,Phenyalanine,p158a,n1,2,9,0.288700014
E7,4,Lysine,sc_mix,n1,10,9,0.166999996
E8,4,Lysine,p_mix,n1,10,9,0.176499993
E9,4,Lysine,sc159,n1,2,9,0.192699999
E10,4,Lysine,p159,n1,2,9,0.177200004
F2,Control,Phenyalanine,Control,n1,Control,9,0.085600004
F3,6,Phenyalanine,sc159,n1,2,9,0.2755
F4,6,Phenyalanine,p159,n1,2,9,0.278600007
F5,6,Phenyalanine,p_mix,n1,10,9,0.336499989
F6,6,Phenyalanine,sc_mix,n1,10,9,0.306400001
F7,4,Lysine,sc158a,n1,2,9,0.160500005
F8,4,Lysine,p158a,n1,2,9,0.161400005
F9,4,Lysine,p827,n1,2,9,0.165000007
F10,4,Lysine,sc827,n1,2,9,0.163399994
F11,Control,Lysine,Control,n1,Control,9,0.0889
G2,Control,Phenyalanine,Control,n1,Control,9,0.078699999
G3,6,Phenyalanine,p827,n1,2,9,0.250999987
G4,6,Phenyalanine,sc827,n1,2,9,0.257400006
G5,6,Phenyalanine,sc158b,n1,2,9,0.242300004
G6,6,Phenyalanine,p158b,n1,2,9,0.228200004
G7,4,Lysine,p5642b,n1,2,9,0.141599998
G8,4,Lysine,sc5642b,n1,2,9,0.153500006
G9,4,Lysine,p158b,n1,2,9,0.153899997
G10,4,Lysine,sc158b,n1,2,9,0.172900006
G11,Control,Lysine,Control,n1,Control,9,0.082099997
B3,6,Mix_17aa,p827,n1,2,10,1.194700003
B4,6,Mix_17aa,sc827,n1,2,10,1.183899999
B5,6,Mix_17aa,sc5642b,n1,2,10,1.123999953
B6,6,Mix_17aa,p5642b,n1,2,10,1.159800053
C2,Control,Mix_17aa,Control,n1,Control,10,0.091200002
C3,6,Mix_17aa,sc158b,n1,2,10,1.017799973
C4,6,Mix_17aa,p159,n1,2,10,1.23179996
C5,6,Mix_17aa,sc158a,n1,2,10,1.131999969
C6,6,Mix_17aa,p158a,n1,2,10,1.141299963
D2,Control,Mix_17aa,Control,n1,Control,10,0.082599998
D3,6,Mix_17aa,sc159,n1,2,10,1.069399953
D4,6,Mix_17aa,p158b,n1,2,10,1.039100051
D5,6,Mix_17aa,p_mix,n1,10,10,1.268700004
D6,6,Mix_17aa,sc_mix,n1,10,10,1.265699983
E3,6,Phenyalanine,sc5642b,n1,2,10,0.275299996
E4,6,Phenyalanine,p5642b,n1,2,10,0.281199992
E5,6,Phenyalanine,sc158a,n1,2,10,0.287900001
E6,6,Phenyalanine,p158a,n1,2,10,0.286599994
E7,4,Lysine,sc_mix,n1,10,10,0.165000007
E8,4,Lysine,p_mix,n1,10,10,0.1743
E9,4,Lysine,sc159,n1,2,10,0.193200007
E10,4,Lysine,p159,n1,2,10,0.179000005
F2,Control,Phenyalanine,Control,n1,Control,10,0.085199997
F3,6,Phenyalanine,sc159,n1,2,10,0.272899985
F4,6,Phenyalanine,p159,n1,2,10,0.274300009
F5,6,Phenyalanine,p_mix,n1,10,10,0.331400007
F6,6,Phenyalanine,sc_mix,n1,10,10,0.305000007
F7,4,Lysine,sc158a,n1,2,10,0.157800004
F8,4,Lysine,p158a,n1,2,10,0.164800003
F9,4,Lysine,p827,n1,2,10,0.164800003
F10,4,Lysine,sc827,n1,2,10,0.167300001
F11,Control,Lysine,Control,n1,Control,10,0.089000002
G2,Control,Phenyalanine,Control,n1,Control,10,0.078599997
G3,6,Phenyalanine,p827,n1,2,10,0.248699993
G4,6,Phenyalanine,sc827,n1,2,10,0.254500002
G5,6,Phenyalanine,sc158b,n1,2,10,0.235799998
G6,6,Phenyalanine,p158b,n1,2,10,0.226300001
G7,4,Lysine,p5642b,n1,2,10,0.144600004
G8,4,Lysine,sc5642b,n1,2,10,0.1514
G9,4,Lysine,p158b,n1,2,10,0.156599998
G10,4,Lysine,sc158b,n1,2,10,0.171599999
G11,Control,Lysine,Control,n1,Control,10,0.081900001
B3,6,Mix_17aa,p827,n1,2,11,1.310700059
B4,6,Mix_17aa,sc827,n1,2,11,1.305899978
B5,6,Mix_17aa,sc5642b,n1,2,11,1.262899995
B6,6,Mix_17aa,p5642b,n1,2,11,1.289199948
C2,Control,Mix_17aa,Control,n1,Control,11,0.0911
C3,6,Mix_17aa,sc158b,n1,2,11,1.145599961
C4,6,Mix_17aa,p159,n1,2,11,1.362599969
C5,6,Mix_17aa,sc158a,n1,2,11,1.265300035
C6,6,Mix_17aa,p158a,n1,2,11,1.28489995
